year,month,heading11,countryID,countryNameTH,weight,quantity,price,tradeflow,productDetailEN,productDetailTH,ETL_DATE
2567,7,1062000002,KE,เคนยา,35,150,44280,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,7,1062000002,EG,อียิปต์,550,50,144143,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,7,1062000002,SC,เซเชลส์,120,50,108301,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,8,1062000002,US,สหรัฐอเมริกา,18,4,9560,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,8,1062000002,KE,เคนยา,50,200,81694,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,8,1062000002,ZM,แซมเบีย,86,195,240273,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,8,1062000002,EG,อียิปต์,550,100,255405,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,8,1062000002,ET,เอธิโอเปีย,165,22,173461,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,8,1062000002,SC,เซเชลส์,60,50,83237,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,9,1062000002,BJ,เบนิน,8,30,8550,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,9,1062000002,US,สหรัฐอเมริกา,35,7,58077,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,9,1062000002,VE,เวเนซูเอร่า,10,105,45581,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,9,1062000002,KE,เคนยา,35,220,60962,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,9,1062000002,EG,อียิปต์,2015,240,615854,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,1,1062000002,SI,สโลเวเนีย,2,100,44019,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,1,1062000002,SV,เอซาวาดอร์,6,7,16453,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,1,1062000002,EG,อียิปต์,2495,310,746536,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,1,1062000002,SC,เซเชลส์,10,50,79489,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,2,1062000002,CZ,เช็ก,6,100,26021,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,2,1062000002,SC,เซเชลส์,20,54,87895,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,3,1062000002,VE,เวเนซูเอร่า,5,100,30877,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,3,1062000002,KE,เคนยา,15,150,54251,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,3,1062000002,EG,อียิปต์,3029,327,1031485,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,3,1062000002,SR,Suriname,70,109,88140,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,3,1062000002,ZM,แซมเบีย,65,350,129544,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,3,1062000002,MU,มอริเชียส,20,90,84451,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,4,1062000002,EG,อียิปต์,2862,385,1097048,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,4,1062000002,MU,มอริเชียส,10,50,49943,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,5,1062000002,KE,เคนยา,116,650,192110,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,5,1062000002,EG,อียิปต์,3116,330,754752,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,5,1062000002,SC,เซเชลส์,60,30,82873,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,6,1062000002,EG,อียิปต์,2275,520,858224,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,6,1062000002,ZM,แซมเบีย,65,450,173278,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,6,1062000002,MU,มอริเชียส,10,50,49901,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,10,1062000002,US,สหรัฐอเมริกา,40,55,100764,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,10,1062000002,QA,กาตาร์,0,20,1302,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,10,1062000002,ZM,แซมเบีย,65,450,159985,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,10,1062000002,MU,มอริเชียส,20,100,91747,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,10,1062000002,EG,อียิปต์,650,80,191466,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,10,1062000002,SC,เซเชลส์,408,90,374082,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,11,1062000002,KE,เคนยา,40,150,56247,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,11,1062000002,BR,บราซิล,18,140,44739,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,11,1062000002,EG,อียิปต์,550,100,238024,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,11,1062000002,SC,เซเชลส์,500,47,277199,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,12,1062000002,KE,เคนยา,105,427,148890,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,12,1062000002,ZM,แซมเบีย,65,450,162559,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,12,1062000002,ET,เอธิโอเปีย,135,20,170858,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,12,1062000002,SC,เซเชลส์,240,75,184418,1,Turtles and snapping turtles live,เต่าและตะพาบน้ำมีชีวิต,13/05/2025 06:00
2567,1,1069000001,PE,เปรู,2,23,6066,1,Frog live for consumption breeding,กบมีชีวิตสำหรับบริโภคและทำพันธุ์,13/05/2025 06:00
2567,5,1069000001,KH,กัมพูชา,30,210,2400,1,Frog live for consumption breeding,กบมีชีวิตสำหรับบริโภคและทำพันธุ์,13/05/2025 06:00
2567,12,1069000001,KH,กัมพูชา,30,600,1650,1,Frog live for consumption breeding,กบมีชีวิตสำหรับบริโภคและทำพันธุ์,13/05/2025 06:00
2567,5,2089010000,JP,ญี่ปุ่น,18,1,40295,1,--Frogs' legs,ขากบสด แช่เย็น หรือแช่แข็ง,13/05/2025 06:00
2567,5,2109300000,PK,ปากีสถาน,1400,1400,104765,1,(blank),เนื้อและส่วนอื่นที่บริโภคได้ของสัตว์เลื้อยคลานอื่นๆใส่เกลือ แช่น้ำเกลือ,13/05/2025 06:00
2567,8,3011191000,JP,ญี่ปุ่น,200,6015,37149,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,9,3011191000,JP,ญี่ปุ่น,175,3500,120258,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,1,3011191000,JP,ญี่ปุ่น,1321,8263,833364,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,2,3011191000,CN,จีน,60,208,28512,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,2,3011191000,JP,ญี่ปุ่น,2605,4163,4213106,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,3,3011191000,JP,ญี่ปุ่น,1091,3883,740880,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,4,3011191000,JP,ญี่ปุ่น,673,1140,200338,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,5,3011191000,CN,จีน,85,288,31740,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,5,3011191000,JP,ญี่ปุ่น,864,963,1321513,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,6,3011191000,JP,ญี่ปุ่น,390,312,170186,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,10,3011191000,JP,ญี่ปุ่น,800,8812,224362,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,11,3011191000,JP,ญี่ปุ่น,2429,4314,1423395,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,12,3011191000,JP,ญี่ปุ่น,3978,11819,986633,1,#NAME?,ปลาคาร์ป สวยงามมีชีวิต (แฟนซีคาร์ป) (ไซพรีนสคาร์ปิโอ),13/05/2025 06:00
2567,7,3011192000,PH,ฟิลิปปินส์,2,10,1206,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,7,3011192000,ID,อินโดนีเซีย,5,29,6972,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,7,3011192000,JP,ญี่ปุ่น,4,95,22087,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,8,3011192000,ID,อินโดนีเซีย,5,21,4377,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,8,3011192000,CN,จีน,3,1210,51958,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,8,3011192000,JP,ญี่ปุ่น,2,70,15036,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,9,3011192000,CN,จีน,38,962,83322,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,9,3011192000,ID,อินโดนีเซีย,250,473,126986,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,9,3011192000,JP,ญี่ปุ่น,5,53,20149,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,1,3011192000,ID,อินโดนีเซีย,10,40,11255,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,1,3011192000,CN,จีน,76,835,72421,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,1,3011192000,JP,ญี่ปุ่น,90,400,19051,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,2,3011192000,CN,จีน,40,800,34174,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,2,3011192000,ID,อินโดนีเซีย,5,10,1476,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,2,3011192000,JP,ญี่ปุ่น,35,335,12194,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,3,3011192000,CN,จีน,162,6367,244917,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,3,3011192000,VN,เวียดนาม,3,61,4279,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,3,3011192000,ID,อินโดนีเซีย,10,21,4593,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,3,3011192000,JP,ญี่ปุ่น,36,2309,20906,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,4,3011192000,CN,จีน,29,2430,61992,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,4,3011192000,ID,อินโดนีเซีย,1,7,1680,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,4,3011192000,JP,ญี่ปุ่น,2,60,7687,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,5,3011192000,ID,อินโดนีเซีย,90,159,42679,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,5,3011192000,CN,จีน,131,4780,100391,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,5,3011192000,JP,ญี่ปุ่น,80,2734,56260,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,6,3011192000,CN,จีน,14,1226,63468,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,6,3011192000,ID,อินโดนีเซีย,0,5,878,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,6,3011192000,JP,ญี่ปุ่น,4,129,23912,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,10,3011192000,ID,อินโดนีเซีย,40,154,25769,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,10,3011192000,CN,จีน,45,1500,23001,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,10,3011192000,JP,ญี่ปุ่น,39,424,30932,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,11,3011192000,ID,อินโดนีเซีย,15,45,7681,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,11,3011192000,CN,จีน,19,620,7588,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,11,3011192000,JP,ญี่ปุ่น,208,897,68438,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,12,3011192000,TW,ไต้หวัน,3,11,15152,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,12,3011192000,ID,อินโดนีเซีย,40,25,15139,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,12,3011192000,CN,จีน,90,3000,188292,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,12,3011192000,JP,ญี่ปุ่น,547,2796,52134,1,#NAME?,ปลาทองสวยงามมีชีวิต (คารัสเซียสออราทัส),13/05/2025 06:00
2567,7,3011193000,PH,ฟิลิปปินส์,0,50,905,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,7,3011193000,ID,อินโดนีเซีย,52,2001,43561,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,8,3011193000,PH,ฟิลิปปินส์,0,65,1235,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,8,3011193000,ID,อินโดนีเซีย,53,2744,39955,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,9,3011193000,ID,อินโดนีเซีย,82,2189,48428,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,9,3011193000,PH,ฟิลิปปินส์,0,50,905,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,1,3011193000,ID,อินโดนีเซีย,86,958,46686,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,2,3011193000,ID,อินโดนีเซีย,75,626,31576,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,2,3011193000,PH,ฟิลิปปินส์,1,100,1816,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,3,3011193000,ID,อินโดนีเซีย,96,711,34125,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,3,3011193000,PH,ฟิลิปปินส์,1,100,1548,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,4,3011193000,ID,อินโดนีเซีย,95,844,39247,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,4,3011193000,PH,ฟิลิปปินส์,1,100,1571,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,5,3011193000,PH,ฟิลิปปินส์,1,50,840,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,5,3011193000,ID,อินโดนีเซีย,45,354,16109,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,6,3011193000,TH,ไทย,20,525,3060,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,6,3011193000,ID,อินโดนีเซีย,41,445,25695,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,6,3011193000,PH,ฟิลิปปินส์,0,50,971,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,10,3011193000,PH,ฟิลิปปินส์,0,50,889,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,10,3011193000,ID,อินโดนีเซีย,53,2719,43998,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,11,3011193000,PH,ฟิลิปปินส์,0,50,875,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,11,3011193000,US,สหรัฐอเมริกา,1,900,605,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,11,3011193000,ID,อินโดนีเซีย,78,2955,46367,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,12,3011193000,PH,ฟิลิปปินส์,0,50,899,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,12,3011193000,ID,อินโดนีเซีย,57,1877,34157,1,#NAME?,ปลากัดไทยสวยงามมีชีวิต (เบตาสเพลนเดนส์),13/05/2025 06:00
2567,7,3011195000,ID,อินโดนีเซีย,184,205,1101028,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,7,3011195000,MY,มาเลเซีย,130,310,290515,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,8,3011195000,ID,อินโดนีเซีย,185,425,1039043,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,8,3011195000,SG,สิงคโปร์,6,20,107840,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,8,3011195000,MY,มาเลเซีย,120,230,417336,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,9,3011195000,ID,อินโดนีเซีย,185,499,1237396,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,9,3011195000,MY,มาเลเซีย,150,350,267834,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,1,3011195000,ID,อินโดนีเซีย,485,725,2187033,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,2,3011195000,ID,อินโดนีเซีย,100,100,393051,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,2,3011195000,MY,มาเลเซีย,68,67,535224,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,3,3011195000,ID,อินโดนีเซีย,330,670,1742581,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,3,3011195000,MY,มาเลเซีย,80,160,190899,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,4,3011195000,ID,อินโดนีเซีย,12,85,505517,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,4,3011195000,MY,มาเลเซีย,102,182,467548,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,5,3011195000,ID,อินโดนีเซีย,162,328,1060829,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,5,3011195000,MY,มาเลเซีย,122,202,415781,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,6,3011195000,ID,อินโดนีเซีย,180,560,1783353,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,6,3011195000,MY,มาเลเซีย,80,160,190894,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,10,3011195000,ID,อินโดนีเซีย,246,546,1638814,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,10,3011195000,MY,มาเลเซีย,74,234,422524,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,11,3011195000,ID,อินโดนีเซีย,280,288,763691,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,11,3011195000,MY,มาเลเซีย,40,40,191726,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,12,3011195000,ID,อินโดนีเซีย,200,440,1002531,1,#NAME?,ปลาอะโรวานาสวยงามมีชีวิต (สเคอโรพากีสฟอรโมซัส),13/05/2025 06:00
2567,2,3011910000,AU,ออสเตรเลีย,12,12,84333,1,#NAME?,ลูกปลาอื่นๆสวยงามมีชีวิต,13/05/2025 06:00
2567,7,3019200000,VN,เวียดนาม,80,80,4000,1,Atlantic and Pacific bluefin tunas (Thunnus thynnus  Thunnus orientalis ),ปลาแอตแลนติกบลูฟินทูนาและปลาแปซิฟิกบลูฟินทูนามีชีวิต,13/05/2025 06:00
2567,7,3019200000,JP,ญี่ปุ่น,83,83,149609,1,Atlantic and Pacific bluefin tunas (Thunnus thynnus  Thunnus orientalis ),ปลาแอตแลนติกบลูฟินทูนาและปลาแปซิฟิกบลูฟินทูนามีชีวิต,13/05/2025 06:00
2567,7,3019200000,MM,พม่า,16080,16080,738300,1,Atlantic and Pacific bluefin tunas (Thunnus thynnus  Thunnus orientalis ),ปลาแอตแลนติกบลูฟินทูนาและปลาแปซิฟิกบลูฟินทูนามีชีวิต,13/05/2025 06:00
2567,7,3019200000,CN,จีน,1180,1180,1526696,1,Atlantic and Pacific bluefin tunas (Thunnus thynnus  Thunnus orientalis ),ปลาแอตแลนติกบลูฟินทูนาและปลาแปซิฟิกบลูฟินทูนามีชีวิต,13/05/2025 06:00
2567,8,3019200000,JP,ญี่ปุ่น,66,66,120817,1,Atlantic and Pacific bluefin tunas (Thunnus thynnus  Thunnus orientalis ),ปลาแอตแลนติกบลูฟินทูนาและปลาแปซิฟิกบลูฟินทูนามีชีวิต,13/05/2025 06:00
2567,8,3019200000,MM,พม่า,10015,10015,460900,1,Atlantic and Pacific bluefin tunas (Thunnus thynnus  Thunnus orientalis ),ปลาแอตแลนติกบลูฟินทูนาและปลาแปซิฟิกบลูฟินทูนามีชีวิต,13/05/2025 06:00
2567,8,3019200000,CN,จีน,1065,1065,1387936,1,Atlantic and Pacific bluefin tunas (Thunnus thynnus  Thunnus orientalis ),ปลาแอตแลนติกบลูฟินทูนาและปลาแปซิฟิกบลูฟินทูนามีชีวิต,13/05/2025 06:00
