LOC,NAME,CODETX,MFG,SER,KV,MVA,Year Test,Sample Day,Tested day,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TCG,TEMP,WATER,NB
BI2,KT4A,BI2KT4A,DAIHEN,5BK014001,230,200,2011.0,2023-01-23,2023-01-23,9198,51435,4254.0,195.0,81.0,59.0,0.0,3.0,145.0,6.0,71.0,560.0,38,12,
BI2,KT4A,BI2KT4A,DAIHEN,5BK014001,230,200,2011.0,2023-03-25,2023-04-03,4160,48360,4152.0,154.0,38.0,61.0,0.0,0.0,126.0,3.0,87.0,469.0,72,10,
BI2,KT4A,BI2KT4A,DAIHEN,5BK014001,230,200,2011.0,2023-10-15,2023-12-14,11195,53328,5979.0,198.0,32.0,64.0,0.0,4.0,150.0,1.0,74.0,523.0,68,17,
BI2,KT4A,BI2KT4A,DAIHEN,5BK014001,230,200,2011.0,2024-03-23,2024-04-20,14193,63335,4916.0,193.0,16.0,66.0,0.0,36.0,181.0,3.0,83.0,578.0,69,17,
BK,KT1A,BKKT1A,ABB,7853301,230/72.5/11,200,2006.0,2019-05-18,2019-05-24,9583,43329,3290.0,781.0,17.0,10.0,0.0,0.0,4.0,0.0,0.0,812.0,57,13,-
BK,KT1A,BKKT1A,ABB,7853301,230/72.5/11,200,2006.0,2019-11-01,2019-11-08,16432,63495,3425.0,805.0,23.0,12.0,0.0,0.0,4.0,0.0,0.0,844.0,56,13,-
BK,KT1A,BKKT1A,ABB,7853301,230/72.5/11,200,2006.0,2020-05-25,2020-06-01,21333,56728,3955.0,794.0,22.0,12.0,0.0,0.0,5.0,0.0,0.0,833.0,53,8,
BK,KT1A,BKKT1A,ABB,7853301,230/72.5/11,200,2006.0,2020-11-27,2020-12-25,15664,64211,4201.0,811.0,38.0,15.0,0.0,1.0,2.0,0.0,1.0,868.0,60,14,
BK,KT1A,BKKT1A,ABB,7853301,230/72.5/11,200,2006.0,2021-11-07,2021-11-12,13433,46275,4316.0,941.0,26.0,0.0,0.0,0.0,7.0,0.0,0.0,974.0,56,10,
BK,KT1A,BKKT1A,ABB,7853301,230/72.5/11,200,2006.0,2022-05-26,2022-06-02,15135,52528,4581.0,1113.0,23.0,4.0,0.0,2.0,5.0,0.0,0.0,1147.0,50,11,
BK,KT1A,BKKT1A,ABB,7853301,230/72.5/11,200,2006.0,2022-12-15,2023-01-06,12960,56260,6797.0,1207.0,20.0,8.0,0.0,0.0,3.0,0.0,2.0,1240.0,55,8,
BK,KT1A,BKKT1A,ABB,7853301,230/72.5/11,200,2006.0,2023-05-29,2023-06-02,12204,70351,6909.0,1229.0,29.0,9.0,0.0,3.0,6.0,8.0,1.0,1285.0,60,7,
BK,KT1A,BKKT1A,ABB,7853301,230/72.5/11,200,2006.0,2023-11-06,2023-12-15,23300,69012,5771.0,913.0,24.0,15.0,0.0,3.0,5.0,8.0,2.0,970.0,62,6,
BK,KT2A,BKKT2A,ABB,7853302,230/72.5/11,200,2006.0,2019-05-18,2019-05-24,12824,46215,4250.0,785.0,17.0,11.0,0.0,0.0,5.0,0.0,0.0,818.0,57,19,-
BK,KT2A,BKKT2A,ABB,7853302,230/72.5/11,200,2006.0,2019-11-01,2019-11-08,20021,64457,4473.0,818.0,23.0,22.0,0.0,0.0,4.0,0.0,0.0,867.0,56,10,-
BK,KT2A,BKKT2A,ABB,7853302,230/72.5/11,200,2006.0,2020-05-25,2020-06-01,18255,56441,4005.0,918.0,19.0,15.0,0.0,0.0,5.0,0.0,3.0,960.0,55,8,
BK,KT2A,BKKT2A,ABB,7853302,230/72.5/11,200,2006.0,2020-11-27,2020-12-25,17205,62518,4183.0,962.0,44.0,19.0,0.0,2.0,2.0,0.0,1.0,1030.0,60,15,
BK,KT2A,BKKT2A,ABB,7853302,230/72.5/11,200,2006.0,2021-11-07,2021-11-19,13435,44609,3910.0,914.0,35.0,0.0,0.0,0.0,10.0,0.0,0.0,959.0,56,9,
BK,KT2A,BKKT2A,ABB,7853302,230/72.5/11,200,2006.0,2022-05-26,2022-06-02,16613,49164,4508.0,1093.0,31.0,7.0,0.0,2.0,6.0,0.0,0.0,1139.0,60,11,
BK,KT2A,BKKT2A,ABB,7853302,230/72.5/11,200,2006.0,2022-12-15,2023-01-06,11130,51560,6516.0,1275.0,28.0,9.0,0.0,0.0,3.0,0.0,1.0,1316.0,56,10,
BK,KT2A,BKKT2A,ABB,7853302,230/72.5/11,200,2006.0,2023-05-29,2023-06-02,9911,59717,6074.0,1197.0,33.0,9.0,0.0,4.0,5.0,6.0,1.0,1255.0,51,9,
BK,KT2A,BKKT2A,ABB,7853302,230/72.5/11,200,2006.0,2023-11-06,2023-12-15,27392,74625,4456.0,852.0,25.0,15.0,0.0,0.0,4.0,6.0,2.0,904.0,62,9,
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2019-02-07,2019-02-09,7494,54605,4773.0,1455.0,14.0,44.0,0.0,33.0,10.0,43.0,0.0,1599.0,64,6,มีเสียงดังผิดปกติ
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2019-05-18,2019-05-24,8265,48709,6081.0,1431.0,18.0,47.0,0.0,42.0,18.0,67.0,0.0,1623.0,65,13,-
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2019-11-01,2019-11-08,7354,61859,6389.0,1506.0,27.0,80.0,0.0,67.0,16.0,89.0,0.0,1785.0,66,5,-
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2020-05-25,2020-06-01,13726,53663,4953.0,1271.0,18.0,45.0,0.0,34.0,15.0,0.0,0.0,1383.0,62,6,
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2020-11-27,2020-12-25,9661,51218,5411.0,1433.0,38.0,57.0,0.0,41.0,21.0,65.0,5.0,1660.0,67,11,
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2021-08-03,2021-08-04,11898,68012,3855.0,1514.0,273.0,54.0,80.0,114.0,19.0,84.0,2.0,2140.0,,8,Buchholz and Sudden pressure RelayTrip
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2021-08-04,2021-08-04,3026,21868,5268.0,1019.0,148.0,158.0,82.0,165.0,20.0,112.0,8.0,1712.0,,8,Bouchholz relay Trip(พบสาย Lead Bushing Neutral ขาดลง tank)
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2021-08-09,2021-08-10,15682,44744,1177.0,79.0,17.0,11.0,14.0,22.0,6.0,43.0,0.0,192.0,,6,หลังซ่อมและทำน้ำมัน
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2021-09-10,2021-09-11,21758,55534,1023.0,134.0,16.0,8.0,16.0,25.0,8.0,55.0,1.0,263.0,,8,ตามผลหลังซ่อม Bushing เสียหายแล้วนำกลับเข้าใช้งาน
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2021-11-07,2021-11-19,32554,58384,1828.0,123.0,7.0,0.0,8.0,19.0,9.0,0.0,0.0,166.0,49,5,
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2022-05-26,2022-06-02,33392,62286,2122.0,152.0,13.0,30.0,0.0,13.0,7.0,12.0,0.0,227.0,60,9,
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2022-12-15,2022-01-06,29090,69390,3376.0,167.0,3.0,2.0,0.0,3.0,3.0,15.0,3.0,196.0,50,9,
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2023-05-29,2023-06-02,25106,63204,4377.0,218.0,6.0,1.0,0.0,10.0,3.0,37.0,3.0,278.0,60,8,
BK,KT3A,BKKT3A,ABB,7853996,230/72.5/22,300,2012.0,2023-11-06,2023-12-15,34825,75100,3997.0,681.0,7.0,12.0,0.0,0.0,5.0,45.0,5.0,755.0,48,8,
BK,KT4A,BKKT4A,ABB,7853997,230/72.5/22,300,2012.0,2019-02-07,2019-02-09,9054,41825,5078.0,1529.0,11.0,12.0,0.0,3.0,4.0,28.0,0.0,1587.0,58,5,-
BK,KT4A,BKKT4A,ABB,7853997,230/72.5/22,300,2012.0,2019-05-18,2019-05-24,6442,49081,6060.0,1452.0,15.0,18.0,0.0,5.0,7.0,31.0,0.0,1528.0,60,19,-
BK,KT4A,BKKT4A,ABB,7853997,230/72.5/22,300,2012.0,2019-11-01,2019-11-08,8480,62304,6398.0,1528.0,18.0,17.0,0.0,3.0,4.0,35.0,0.0,1605.0,60,7,-
BK,KT4A,BKKT4A,ABB,7853997,230/72.5/22,300,2012.0,2020-05-25,2020-06-01,9124,54214,4449.0,1257.0,22.0,19.0,0.0,1.0,7.0,28.0,6.0,1340.0,59,8,
BK,KT4A,BKKT4A,ABB,7853997,230/72.5/22,300,2012.0,2020-11-27,2020-12-25,10863,61922,5164.0,1483.0,31.0,21.0,0.0,3.0,4.0,21.0,4.0,1567.0,63,11,
BK,KT4A,BKKT4A,ABB,7853997,230/72.5/22,300,2012.0,2021-11-07,2021-11-19,12025,56924,5414.0,1400.0,14.0,16.0,0.0,0.0,11.0,0.0,0.0,1441.0,46,9,
BK,KT4A,BKKT4A,ABB,7853997,230/72.5/22,300,2012.0,2022-05-26,2022-06-02,15425,54783,5606.0,1422.0,11.0,7.0,0.0,5.0,7.0,26.0,0.0,1478.0,62,10,
BK,KT4A,BKKT4A,ABB,7853997,230/72.5/22,300,2012.0,2022-12-15,2023-01-06,11920,69210,8065.0,1873.0,14.0,12.0,0.0,0.0,5.0,22.0,5.0,1931.0,44,7,
BK,KT4A,BKKT4A,ABB,7853997,230/72.5/22,300,2012.0,2023-05-29,2023-06-02,9932,63123,7614.0,1773.0,19.0,13.0,0.0,4.0,5.0,66.0,6.0,1886.0,54,5,
BK,KT4A,BKKT4A,ABB,7853997,230/72.5/22,300,2012.0,2023-11-06,2023-12-15,43753,77216,7634.0,1726.0,8.0,2.0,0.0,7.0,2.0,42.0,5.0,1792.0,53,9,
BKN,KT1A,BKNKT1A,MITSUBISHI,558035,115/22/11,25,,2019-02-08,2019-05-12,9797,43237,1826.0,209.0,14.0,23.0,0.0,2.0,24.0,3.0,11.0,286.0,61,24,-
BKN,KT1A,BKNKT1A,MITSUBISHI,558035,115/22/11,25,,2020-03-13,2020-05-10,6381,49773,873.0,132.0,20.0,38.0,0.0,2.0,47.0,0.0,28.0,267.0,,22,research
BKN,KT1A,BKNKT1A,MITSUBISHI,558035,115/22/11,25,,2020-04-10,2020-05-17,9284,53567,914.0,146.0,15.0,35.0,0.0,0.0,38.0,0.0,29.0,263.0,51,28,
BKN,KT1A,BKNKT1A,MITSUBISHI,558035,115/22/11,25,,2021-02-09,2021-05-24,8211,56329,2289.0,177.0,53.0,63.0,0.0,5.0,66.0,13.0,63.0,440.0,58,35,
BKN,KT1A,BKNKT1A,MITSUBISHI,558035,115/22/11,25,,2022-01-22,2022-02-08,3775,57803,1616.0,221.0,50.0,34.0,0.0,4.0,63.0,0.0,20.0,392.0,57,13,
BKN,KT1A,BKNKT1A,MITSUBISHI,558035,115/22/11,25,,2023-01-22,2023-02-03,2507,73915,1851.0,240.0,53.0,51.0,0.0,2.0,66.0,15.0,41.0,468.0,56,10,
BKN,KT1A,BKNKT1A,MITSUBISHI,558035,115/22/11,25,,2024-01-19,2024-02-10,6110,56940,1687.0,217.0,54.0,84.0,0.0,6.0,106.0,46.0,71.0,584.0,55,13,
BKN,KT2A,BKNKT2A,VOLTA WERKE,60492-004,115/22,32,,2019-02-08,2019-05-12,7759,54478,1829.0,261.0,13.0,2.0,0.0,0.0,6.0,0.0,0.0,282.0,42,27,-
BKN,KT2A,BKNKT2A,VOLTA WERKE,60492-004,115/22,32,,2020-04-10,2020-05-17,9116,59483,2345.0,565.0,11.0,8.0,0.0,0.0,3.0,0.0,4.0,591.0,28,16,
BKN,KT2A,BKNKT2A,VOLTA WERKE,60492-004,115/22,32,,2021-02-09,2021-05-25,16254,65582,4305.0,635.0,17.0,7.0,0.0,3.0,0.0,2.0,2.0,666.0,32,24,
BKN,KT2A,BKNKT2A,VOLTA WERKE,60492-004,115/22,32,,2022-01-22,2022-02-06,10856,56524,2938.0,323.0,11.0,4.0,0.0,1.0,2.0,2.0,2.0,345.0,33,10,
BKN,KT2A,BKNKT2A,VOLTA WERKE,60492-004,115/22,32,,2023-01-20,2023-02-03,5824,53682,2529.0,298.0,8.0,5.0,0.0,2.0,2.0,2.0,2.0,319.0,26,8,
BKN,KT2A,BKNKT2A,VOLTA WERKE,60492-004,115/22,32,,2024-01-19,2024-02-10,7160,44590,5218.0,2437.0,10.0,18.0,0.0,7.0,4.0,5.0,4.0,2485.0,29,10,
BL,KT2A,BLKT2A,EBG,136702,115/22,50,2000.0,2019-11-14,2019-11-30,4956,38946,5656.0,279.0,87.0,56.0,0.0,0.0,132.0,0.0,76.0,630.0,67,13,-
BL,KT2A,BLKT2A,EBG,136702,115/22,50,2000.0,2022-05-29,2022-06-06,3714,37873,7041.0,370.0,125.0,48.0,0.0,0.0,110.0,0.0,42.0,695.0,62,9,
BL,KT2A,BLKT2A,EBG,136702,115/22,50,2000.0,2022-11-17,2022-11-27,7509,43415,6774.0,342.0,100.0,70.0,0.0,1.0,120.0,10.0,81.0,724.0,69,21,
BL,KT2A,BLKT2A,EBG,136702,115/22,50,2000.0,2023-06-03,2023-06-10,8851,43749,6592.0,329.0,34.0,63.0,0.0,3.0,128.0,0.0,46.0,603.0,65,8,
BL,KT3A,BLKT3A,MEIDENSHA,8S9483T3,115/22,50,2009.0,2019-11-14,2019-11-30,11280,49057,549.0,63.0,7.0,22.0,0.0,0.0,82.0,0.0,34.0,208.0,63,10,-
BL,KT3A,BLKT3A,MEIDENSHA,8S9483T3,115/22,50,2009.0,2022-05-29,2022-06-06,5330,40713,1837.0,113.0,26.0,32.0,0.0,3.0,133.0,0.0,33.0,340.0,58,14,
BL,KT3A,BLKT3A,MEIDENSHA,8S9483T3,115/22,50,2009.0,2022-11-17,2022-11-25,7134,49464,1773.0,132.0,21.0,51.0,0.0,3.0,135.0,0.0,72.0,414.0,59,7,
BL,KT3A,BLKT3A,MEIDENSHA,8S9483T3,115/22,50,2009.0,2023-06-03,2023-06-10,6916,39770,1804.0,146.0,23.0,47.0,0.0,2.0,142.0,0.0,36.0,396.0,57,10,
BLG,KT1A,BLGKT1A,ELIN,535959,107/34.85,8,1977.0,2019-02-02,2019-04-07,10115,46333,5105.0,319.0,10.0,3.0,100.0,45.0,11.0,15.0,0.0,503.0,47,34,-
BLG,KT1A,BLGKT1A,ELIN,535959,107/34.85,8,1977.0,2019-04-06,2019-06-30,12665,46542,6023.0,371.0,22.0,24.0,115.0,50.0,5.0,16.0,0.0,603.0,58,35,-
BLG,KT1A,BLGKT1A,ELIN,535959,107/34.85,8,1977.0,2019-09-06,2019-10-18,9622,50112,5741.0,401.0,17.0,21.0,95.0,47.0,14.0,21.0,0.0,616.0,58,26,-
BLG,KT1A,BLGKT1A,ELIN,535959,107/34.85,8,1977.0,2020-07-25,2020-08-24,13847,58351,12451.0,208.0,533.0,13.0,65.0,33.0,0.0,13.0,2.0,867.0,63,32,
BLG,KT1A,BLGKT1A,ELIN,535959,107/34.85,8,1977.0,2022-07-15,2022-07-24,5763,81193,20231.0,273.0,49.0,2.0,14.0,18.0,14.0,0.0,0.0,370.0,54,40,ไม่ได้ออกผลขอเก็บตัวอย่างใหม่
BLG,KT1A,BLGKT1A,ELIN,535959,107/34.85,8,1977.0,2023-06-26,2023-07-17,19995,55072,7760.0,36.0,7.0,1.0,9.0,8.0,3.0,2.0,7.0,73.0,38,17,ค่า p.f สูง
BLG,KT1A,BLGKT1A,ELIN,535959,107/34.85,8,1977.0,2023-07-28,2023-11-18,23270,37090,5053.0,72.0,10.0,4.0,8.0,19.0,3.0,5.0,3.0,124.0,33,27,
BLG,KT2A,BLGKT2A,ELIN,535956,107/34.85,8,1977.0,2019-04-06,2019-08-26,16541,54793,3180.0,516.0,43.0,20.0,125.0,22.0,0.0,0.0,0.0,726.0,66,27,-
BLG,KT2A,BLGKT2A,ELIN,535956,107/34.85,8,1977.0,2019-04-06,2019-07-05,13330,45288,2146.0,373.0,41.0,8.0,56.0,24.0,2.0,11.0,0.0,515.0,66,29,-
BLG,KT2A,BLGKT2A,ELIN,535956,107/34.85,8,1977.0,2019-09-06,2019-10-18,12926,47571,2138.0,450.0,23.0,9.0,38.0,26.0,0.0,14.0,1.0,561.0,-64,24,-
BLG,KT2A,BLGKT2A,ELIN,535956,107/34.85,8,1977.0,2020-07-25,2020-08-24,10863,53477,1683.0,197.0,38.0,0.0,37.0,15.0,6.0,0.0,59.0,352.0,67,16,
BLG,KT2A,BLGKT2A,ELIN,535956,107/34.85,8,1977.0,2022-07-15,2022-07-24,10540,71630,4695.0,608.0,59.0,4.0,0.0,8.0,3.0,7.0,88.0,777.0,,20,ไม่ได้ออกผลขอเก็บตัวอย่างใหม่
BLG,KT2A,BLGKT2A,ELIN,535956,107/34.85,8,1977.0,2023-07-28,2023-11-18,33550,53850,4137.0,552.0,3.0,17.0,24.0,27.0,2.0,6.0,2.0,633.0,0,27,
BLG,KT2A,BLGKT2A,ELIN,535956,107/34.85,8,1977.0,2024-01-13,2024-04-09,23524,85953,4815.0,606.0,9.0,9.0,29.0,36.0,2.0,7.0,1.0,699.0,0,19,
BMN,KT1A,BMNKT1A,MEIDEN,8R8409T2,115/22,50,2007.0,2020-01-18,2020-01-27,6762,45049,846.0,53.0,30.0,43.0,0.0,1.0,203.0,21.0,185.0,536.0,48,9,
BMN,KT1A,BMNKT1A,MEIDEN,8R8409T2,115/22,50,2007.0,2021-06-06,2021-08-16,14583,46823,850.0,77.0,13.0,54.0,0.0,16.0,291.0,0.0,85.0,536.0,51,33,
BMN,KT1A,BMNKT1A,MEIDEN,8R8409T2,115/22,50,2007.0,2022-01-08,2022-01-16,4213,49144,1321.0,181.0,38.0,214.0,0.0,8.0,375.0,0.0,226.0,1042.0,52,10,
BMN,KT1A,BMNKT1A,MEIDEN,8R8409T2,115/22,50,2007.0,2023-03-05,2023-03-12,3605,54027,1019.0,129.0,12.0,83.0,0.0,5.0,336.0,0.0,262.0,827.0,52,18,
BMN,KT1A,BMNKT1A,MEIDEN,8R8409T2,115/22,50,2007.0,2024-02-03,2024-02-24,72800,39540,1261.0,120.0,17.0,143.0,0.0,10.0,532.0,49.0,394.0,1265.0,56,6,
BMN,KT2A,BMNKT2A,MEIDEN,8R8409T1,115/22,50,2007.0,2020-01-18,2020-01-26,6794,38084,1239.0,165.0,42.0,190.0,0.0,15.0,758.0,81.0,703.0,1954.0,49,5,
BMN,KT2A,BMNKT2A,MEIDEN,8R8409T1,115/22,50,2007.0,2021-06-06,2021-08-16,10646,60750,977.0,153.0,12.0,144.0,0.0,34.0,577.0,0.0,370.0,1290.0,51,26,
BMN,KT2A,BMNKT2A,MEIDEN,8R8409T1,115/22,50,2007.0,2022-01-08,2022-01-16,4449,73062,1452.0,251.0,32.0,254.0,0.0,25.0,848.0,0.0,596.0,2006.0,53,7,
BMN,KT2A,BMNKT2A,MEIDEN,8R8409T1,115/22,50,2007.0,2023-03-05,2023-03-12,2664,75851,1053.0,244.0,7.0,184.0,0.0,26.0,679.0,24.0,602.0,1766.0,46,9,
BMN,KT2A,BMNKT2A,MEIDEN,8R8409T1,115/22,50,2007.0,2024-02-03,2024-02-24,5750,52810,1323.0,215.0,10.0,308.0,0.0,31.0,1011.0,149.0,852.0,2576.0,57,8,
BN,KT2A,BNKT2A,ABB,103826,230/69,200,2008.0,2019-11-04,2019-12-14,28150,76555,1921.0,341.0,6.0,6.0,0.0,3.0,0.0,3.0,0.0,359.0,40,25,-
BN,KT2A,BNKT2A,ABB,103826,230/69,200,2008.0,2019-12-05,2019-05-24,10185,48997,1713.0,376.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,389.0,40,10,de-energize.
BN,KT2A,BNKT2A,ABB,103826,230/69,200,2008.0,2020-06-03,2020-07-03,27393,62374,1831.0,423.0,12.0,0.0,0.0,8.0,4.0,0.0,0.0,447.0,42,14,
BN,KT2A,BNKT2A,ABB,103826,230/69,200,2008.0,2020-11-21,2020-11-30,29264,72753,1795.0,361.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,372.0,,9,
BN,KT2A,BNKT2A,ABB,103826,230/69,200,2008.0,2021-05-21,2021-06-15,12940,65687,1752.0,351.0,7.0,3.0,0.0,8.0,0.0,2.0,0.0,371.0,40,10,De-energize .
