LOC,NAME,CODETX,MFG,SER,KV,MVA,Year Test,Sample Day,Tested day,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TCG,TEMP,WATER,NB
BPK,KT1A,BPKKT1A,FUJI,AQ69061T41,230/115/22,200,1995.0,2019-11-07,2019-11-24,15150,73010,1566.0,170.0,64.0,67.0,0.0,10.0,153.0,162.0,118.0,744.0,55,11,-
BPK,KT1A,BPKKT1A,FUJI,AQ69061T41,230/115/22,200,1995.0,2020-12-22,2021-01-09,13785,52036,2587.0,179.0,62.0,79.0,0.0,2.0,141.0,34.0,110.0,607.0,,9,research
BPK,KT1A,BPKKT1A,FUJI,AQ69061T41,230/115/22,200,1995.0,2021-05-24,2021-06-13,4444,61463,2240.0,153.0,51.0,34.0,0.0,0.0,94.0,1.0,58.0,391.0,55,12,
BPK,KT1A,BPKKT1A,FUJI,AQ69061T41,230/115/22,200,1995.0,2022-05-15,2022-06-09,2823,34550,1909.0,212.0,18.0,73.0,0.0,2.0,145.0,0.0,65.0,515.0,58,13,
BPK,KT1A,BPKKT1A,FUJI,AQ69061T41,230/115/22,200,1995.0,2022-07-11,2022-07-14,10131,40301,1844.0,194.0,52.0,34.0,0.0,6.0,150.0,0.0,49.0,485.0,54,10,TEST AFTER TRANSFORMER TRIP.
BPK,KT1A,BPKKT1A,FUJI,AQ69061T41,230/115/22,200,1995.0,2022-11-19,2022-11-25,6376,42454,1722.0,191.0,17.0,69.0,0.0,8.0,156.0,9.0,96.0,546.0,47,8,
BPK,KT1A,BPKKT1A,FUJI,AQ69061T41,230/115/22,200,1995.0,2023-06-04,2023-06-10,6315,36163,1886.0,184.0,57.0,63.0,0.0,5.0,149.0,255.0,38.0,751.0,51,6,
BPK,KT1A,BPKKT1A,FUJI,AQ69061T41,230/115/22,200,1995.0,2024-06-23,2024-06-30,8432,46249,3083.0,200.0,34.0,74.0,0.0,9.0,177.0,10.0,99.0,603.0,60,10,
BPK,KT4A,BPKKT4A,DAIHEN,5BK012201,230/115,200,2003.0,2019-01-20,2019-01-26,9421,51662,1203.0,81.0,34.0,47.0,0.0,4.0,182.0,0.0,129.0,477.0,40,23,-
BPK,KT4A,BPKKT4A,DAIHEN,5BK012201,230/115,200,2003.0,2019-11-07,2019-11-24,16280,68050,1300.0,85.0,28.0,41.0,0.0,0.0,198.0,0.0,135.0,487.0,42,19,-
BPK,KT4A,BPKKT4A,DAIHEN,5BK012201,230/115,200,2003.0,2021-05-24,2021-06-13,10353,54760,1539.0,102.0,43.0,45.0,0.0,2.0,190.0,0.0,123.0,505.0,51,13,
BPK,KT4A,BPKKT4A,DAIHEN,5BK012201,230/115,200,2003.0,2022-05-15,2022-06-09,3349,46417,1700.0,160.0,15.0,51.0,0.0,0.0,229.0,0.0,120.0,575.0,46,11,
BPK,KT4A,BPKKT4A,DAIHEN,5BK012201,230/115,200,2003.0,2022-11-19,2022-11-27,11970,62690,893.0,35.0,7.0,34.0,0.0,1.0,157.0,2.0,110.0,346.0,40,12,
BPK,KT4A,BPKKT4A,DAIHEN,5BK012201,230/115,200,2003.0,2023-06-04,2023-06-10,2673,41152,1676.0,92.0,31.0,64.0,0.0,3.0,242.0,30.0,55.0,517.0,40,8,
BPK,KT4A,BPKKT4A,DAIHEN,5BK012201,230/115,200,2003.0,2024-06-23,2024-06-30,6701,53728,2216.0,123.0,25.0,68.0,0.0,4.0,296.0,0.0,128.0,644.0,44,8,
BPK,KT5A,BPKKT5A,MEIDENSHA,8R8395T1,115/22,50,2008.0,2019-11-14,2019-11-24,5400,31570,1700.0,180.0,18.0,20.0,0.0,10.0,22.0,68.0,16.0,334.0,57,10,-
BPK,KT5A,BPKKT5A,MEIDENSHA,8R8395T1,115/22,50,2008.0,2022-05-15,2022-06-09,5481,27580,2349.0,218.0,27.0,23.0,0.0,0.0,23.0,0.0,17.0,308.0,57,16,
BPK,KT5A,BPKKT5A,MEIDENSHA,8R8395T1,115/22,50,2008.0,2022-11-19,2022-11-27,7877,33784,1652.0,186.0,2.0,19.0,0.0,2.0,16.0,4.0,12.0,241.0,47,9,
BPK,KT5A,BPKKT5A,MEIDENSHA,8R8395T1,115/22,50,2008.0,2023-06-04,2023-06-10,3803,23972,2458.0,216.0,14.0,22.0,0.0,3.0,25.0,92.0,10.0,382.0,50,10,
BPK,KT5A,BPKKT5A,MEIDENSHA,8R8395T1,115/22,50,2008.0,2024-06-23,2024-06-30,8093,38283,3507.0,277.0,23.0,35.0,0.0,3.0,38.0,5.0,25.0,406.0,70,16,
BPL,KT1A,BPLKT1A,MITSUBISHI,7312504701,220/69/11,200,1987.0,2019-05-31,2019-06-30,6194,35212,3691.0,166.0,128.0,18.0,0.0,0.0,28.0,0.0,18.0,358.0,45,20,-
BPL,KT1A,BPLKT1A,MITSUBISHI,7312504701,220/69/11,200,1987.0,2019-11-14,2019-11-25,8330,56160,3781.0,200.0,38.0,13.0,0.0,0.0,18.0,0.0,15.0,284.0,45,20,-
BPL,KT1A,BPLKT1A,MITSUBISHI,7312504701,220/69/11,200,1987.0,2020-05-15,2020-05-29,2954,43992,3245.0,162.0,69.0,27.0,0.0,0.0,33.0,10.0,28.0,229.0,50,16,
BPL,KT1A,BPLKT1A,MITSUBISHI,7312504701,220/69/11,200,1987.0,2020-11-22,2020-12-04,3178,37750,2361.0,72.0,28.0,4.0,0.0,0.0,23.0,2.0,13.0,142.0,64,11,
BPL,KT1A,BPLKT1A,MITSUBISHI,7312504701,220/69/11,200,1987.0,2021-05-24,2021-07-12,4888,38807,4259.0,202.0,37.0,5.0,0.0,0.0,49.0,0.0,0.0,293.0,59,14,
BPL,KT1A,BPLKT1A,MITSUBISHI,7312504701,220/69/11,200,1987.0,2021-11-14,2021-12-11,14910,54750,3375.0,175.0,4.0,15.0,0.0,0.0,23.0,8.0,21.0,246.0,52,23,
BPL,KT1A,BPLKT1A,MITSUBISHI,7312504701,220/69/11,200,1987.0,2022-05-28,2022-06-02,4604,42356,3386.0,163.0,60.0,29.0,0.0,3.0,26.0,11.0,19.0,311.0,,11,
BPL,KT1A,BPLKT1A,MITSUBISHI,7312504701,220/69/11,200,1987.0,2023-05-22,2023-05-26,9047,56767,3423.0,178.0,59.0,18.0,0.0,0.0,13.0,0.0,19.0,287.0,51,17,
BPL,KT1A,BPLKT1A,MITSUBISHI,7312504701,220/69/11,200,1987.0,2023-11-26,2023-12-21,7697,47808,2440.0,85.0,89.0,22.0,0.0,29.0,4.0,20.0,0.0,249.0,48,16,
BPL,KT2A,BPLKT2A,TRAFO UNION,S.251386,220/115/11,200,1994.0,2019-04-12,2019-04-12,8452,48128,5094.0,279.0,26.0,106.0,0.0,8.0,186.0,0.0,89.0,694.0,-,-,-
BPL,KT2A,BPLKT2A,TRAFO UNION,S.251386,220/115/11,200,1994.0,2019-07-27,2019-08-30,7349,40805,4443.0,207.0,16.0,83.0,0.0,6.0,156.0,0.0,117.0,585.0,60,18,-
BPL,KT2A,BPLKT2A,TRAFO UNION,S.251386,220/115/11,200,1994.0,2019-11-14,2019-11-28,12909,50351,4910.0,252.0,20.0,94.0,0.0,8.0,188.0,0.0,0.0,562.0,67,14,-
BPL,KT2A,BPLKT2A,TRAFO UNION,S.251386,220/115/11,200,1994.0,2020-05-15,2020-05-29,8206,48285,4991.0,284.0,49.0,124.0,0.0,3.0,224.0,29.0,177.0,890.0,70,12,
BPL,KT2A,BPLKT2A,TRAFO UNION,S.251386,220/115/11,200,1994.0,2020-11-22,2020-12-04,5001,50623,5536.0,319.0,21.0,102.0,0.0,3.0,190.0,0.0,115.0,750.0,60,8,
BPL,KT2A,BPLKT2A,TRAFO UNION,S.251386,220/115/11,200,1994.0,2021-11-14,2021-12-11,13060,55940,4666.0,206.0,3.0,66.0,0.0,0.0,180.0,25.0,168.0,648.0,60,9,
BPL,KT2A,BPLKT2A,TRAFO UNION,S.251386,220/115/11,200,1994.0,2022-05-28,2022-06-02,11501,76354,6595.0,333.0,12.0,90.0,0.0,8.0,207.0,70.0,14.0,734.0,,16,
BPL,KT2A,BPLKT2A,TRAFO UNION,S.251386,220/115/11,200,1994.0,2023-05-22,2023-05-26,9975,65521,6438.0,296.0,15.0,60.0,0.0,8.0,200.0,8.0,127.0,714.0,62,11,
BPL,KT2A,BPLKT2A,TRAFO UNION,S.251386,220/115/11,200,1994.0,2023-11-26,2023-12-21,20310,65263,4659.0,247.0,22.0,100.0,0.0,7.0,199.0,5.0,124.0,704.0,60,16,
BPL,KT3A,BPLKT3A,FUJI,AV69020T2,220/115/11,200,2003.0,2019-05-31,2019-06-29,9368,37738,2863.0,93.0,33.0,44.0,0.0,5.0,144.0,0.0,76.0,395.0,54,19,-
BPL,KT3A,BPLKT3A,FUJI,AV69020T2,220/115/11,200,2003.0,2019-11-14,2019-11-25,6490,53580,2900.0,95.0,18.0,52.0,0.0,0.0,186.0,0.0,128.0,479.0,-,14,-
BPL,KT3A,BPLKT3A,FUJI,AV69020T2,220/115/11,200,2003.0,2020-05-15,2020-05-31,26694,43964,1124.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,60,10,
BPL,KT3A,BPLKT3A,FUJI,AV69020T2,220/115/11,200,2003.0,2020-12-20,2020-12-22,8985,49792,3988.0,134.0,48.0,51.0,0.0,0.0,158.0,0.0,116.0,507.0,38,7,
BPL,KT3A,BPLKT3A,FUJI,AV69020T2,220/115/11,200,2003.0,2021-11-14,2021-12-11,18690,55750,3030.0,128.0,2.0,28.0,0.0,0.0,151.0,37.0,136.0,482.0,50,14,
BPL,KT3A,BPLKT3A,FUJI,AV69020T2,220/115/11,200,2003.0,2022-05-28,2022-06-02,6873,44252,4766.0,137.0,14.0,75.0,0.0,5.0,205.0,60.0,121.0,617.0,,9,
BPL,KT3A,BPLKT3A,FUJI,AV69020T2,220/115/11,200,2003.0,2023-05-22,2023-05-26,5060,35974,5124.0,203.0,35.0,59.0,0.0,7.0,130.0,3.0,71.0,508.0,53,8,
BPL,KT3A,BPLKT3A,FUJI,AV69020T2,220/115/11,200,2003.0,2023-11-26,2023-12-21,9913,49271,4031.0,95.0,36.0,67.0,0.0,3.0,239.0,0.0,106.0,546.0,32,10,
BPL,KT4A,BPLKT4A,TOSHIBA,91900005,220/69/11,200,2004.0,2019-07-27,2019-08-30,6953,47355,6106.0,184.0,49.0,173.0,0.0,91.0,299.0,92.0,203.0,1091.0,69,23,-
BPL,KT4A,BPLKT4A,TOSHIBA,91900005,220/69/11,200,2004.0,2019-11-14,2019-11-28,6180,42511,6980.0,187.0,110.0,200.0,0.0,95.0,311.0,55.0,186.0,1144.0,62,83,-
BPL,KT4A,BPLKT4A,TOSHIBA,91900005,220/69/11,200,2004.0,2020-05-15,2020-05-29,5064,49852,6036.0,179.0,305.0,331.0,0.0,263.0,513.0,207.0,393.0,2191.0,60,38,
BPL,KT4A,BPLKT4A,TOSHIBA,91900005,220/69/11,200,2004.0,2020-11-22,2020-12-04,4764,48620,7148.0,206.0,469.0,238.0,0.0,101.0,374.0,99.0,214.0,1701.0,60,42,
BPL,KT4A,BPLKT4A,TOSHIBA,91900005,220/69/11,200,2004.0,2021-05-24,2021-07-12,8817,48609,7401.0,204.0,49.0,161.0,0.0,104.0,374.0,137.0,216.0,1245.0,60,16,
BPL,KT4A,BPLKT4A,TOSHIBA,91900005,220/69/11,200,2004.0,2021-11-14,2021-12-11,12800,55570,7275.0,181.0,63.0,100.0,0.0,37.0,273.0,134.0,269.0,1057.0,62,21,
BPL,KT4A,BPLKT4A,TOSHIBA,91900005,220/69/11,200,2004.0,2022-05-28,2022-06-02,3280,45509,7314.0,224.0,55.0,255.0,0.0,113.0,386.0,174.0,269.0,1476.0,,26,
BPL,KT4A,BPLKT4A,TOSHIBA,91900005,220/69/11,200,2004.0,2023-06-07,2023-06-09,5540,40447,6647.0,210.0,34.0,182.0,0.0,89.0,366.0,49.0,134.0,1064.0,55,25,
BPL,KT4A,BPLKT4A,TOSHIBA,91900005,220/69/11,200,2004.0,2023-11-26,2023-12-21,10926,52115,8350.0,232.0,50.0,209.0,0.0,98.0,353.0,61.0,238.0,1241.0,58,40,
BPL,KT5A,BPLKT5A,JEUMONT,95401,220/115/22,200,2009.0,2019-05-31,2019-06-29,10832,39579,4684.0,285.0,22.0,65.0,0.0,6.0,86.0,0.0,47.0,511.0,58,27,-
BPL,KT5A,BPLKT5A,JEUMONT,95401,220/115/22,200,2009.0,2019-11-14,2019-11-28,19760,65170,4981.0,290.0,17.0,66.0,0.0,3.0,106.0,16.0,83.0,581.0,58,12,-
BPL,KT5A,BPLKT5A,JEUMONT,95401,220/115/22,200,2009.0,2020-05-15,2020-05-29,6071,43716,4679.0,294.0,72.0,129.0,0.0,4.0,137.0,44.0,105.0,785.0,54,13,
BPL,KT5A,BPLKT5A,JEUMONT,95401,220/115/22,200,2009.0,2020-12-20,2020-12-22,6392,50216,4607.0,399.0,52.0,96.0,0.0,0.0,105.0,0.0,75.0,727.0,52,10,
BPL,KT5A,BPLKT5A,JEUMONT,95401,220/115/22,200,2009.0,2021-05-24,2021-07-11,7260,41010,4671.0,167.0,33.0,52.0,0.0,0.0,46.0,26.0,36.0,360.0,62,12,
BPL,KT5A,BPLKT5A,JEUMONT,95401,220/115/22,200,2009.0,2021-11-14,2021-12-11,7490,38180,4699.0,245.0,7.0,57.0,0.0,0.0,89.0,16.0,86.0,500.0,58,9,
BPL,KT5A,BPLKT5A,JEUMONT,95401,220/115/22,200,2009.0,2022-05-28,2022-06-02,5770,40714,7509.0,512.0,23.0,70.0,0.0,10.0,129.0,12.0,79.0,835.0,,9,
BPL,KT5A,BPLKT5A,JEUMONT,95401,220/115/22,200,2009.0,2023-05-22,2023-05-26,4477,36863,7157.0,436.0,36.0,61.0,0.0,18.0,123.0,12.0,70.0,756.0,55,8,
BPL,KT5A,BPLKT5A,JEUMONT,95401,220/115/22,200,2009.0,2023-11-26,2023-12-21,9605,38115,7255.0,369.0,46.0,107.0,0.0,17.0,150.0,0.0,84.0,773.0,58,12,
BPL,KT6A,BPLKT6A,TAKAOKA,8946849,230/72/11,200,2009.0,2019-05-31,2019-06-29,7322,43686,1705.0,231.0,13.0,7.0,0.0,11.0,6.0,0.0,0.0,268.0,36,21,-
BPL,KT6A,BPLKT6A,TAKAOKA,8946849,230/72/11,200,2009.0,2019-11-14,2019-11-28,19500,72870,1710.0,240.0,12.0,7.0,0.0,10.0,5.0,0.0,0.0,274.0,52,15,-
BPL,KT6A,BPLKT6A,TAKAOKA,8946849,230/72/11,200,2009.0,2020-05-15,2020-05-29,12701,70352,1425.0,435.0,46.0,7.0,0.0,10.0,6.0,11.0,8.0,523.0,34,15,
BPL,KT6A,BPLKT6A,TAKAOKA,8946849,230/72/11,200,2009.0,2020-12-20,2020-12-22,12674,50597,1934.0,533.0,40.0,6.0,0.0,9.0,5.0,9.0,7.0,609.0,27,7,De-energize .
BPL,KT6A,BPLKT6A,TAKAOKA,8946849,230/72/11,200,2009.0,2021-05-24,2021-07-12,28756,55871,3262.0,285.0,15.0,4.0,0.0,6.0,3.0,11.0,62.0,386.0,,26,
BPL,KT6A,BPLKT6A,TAKAOKA,8946849,230/72/11,200,2009.0,2021-11-14,2021-12-11,15750,51150,2021.0,244.0,2.0,3.0,0.0,5.0,3.0,10.0,6.0,273.0,62,11,
BPL,KT6A,BPLKT6A,TAKAOKA,8946849,230/72/11,200,2009.0,2022-05-28,2022-06-02,9807,72184,3980.0,586.0,13.0,18.0,0.0,14.0,5.0,5.0,6.0,647.0,,12,
BPL,KT6A,BPLKT6A,TAKAOKA,8946849,230/72/11,200,2009.0,2023-05-22,2023-05-26,7225,75094,3329.0,550.0,16.0,9.0,0.0,24.0,5.0,5.0,6.0,615.0,0,10,
BPL,KT6A,BPLKT6A,TAKAOKA,8946849,230/72/11,200,2009.0,2023-11-26,2023-12-24,23679,78585,2896.0,616.0,23.0,8.0,0.0,23.0,6.0,5.0,7.0,688.0,30,21,
BPL,KT7A,BPLKT7A,TAKAOKA,8946786,220/72/11,200,2009.0,2019-02-11,2019-02-14,4780,38973,3058.0,655.0,13.0,10.0,0.0,1.0,2.0,2.0,2.0,685.0,44,18,Tx.tripด้วย relay 87k
BPL,KT7A,BPLKT7A,TAKAOKA,8946786,220/72/11,200,2009.0,2019-05-31,2019-06-29,8170,42280,3218.0,556.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,580.0,57,17,-
BPL,KT7A,BPLKT7A,TAKAOKA,8946786,220/72/11,200,2009.0,2019-11-14,2019-11-25,16610,60610,3250.0,570.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,598.0,54,12,-
BPL,KT7A,BPLKT7A,TAKAOKA,8946786,220/72/11,200,2009.0,2020-05-15,2020-05-29,7186,35110,3284.0,504.0,32.0,5.0,0.0,0.0,2.0,0.0,2.0,545.0,34,11,De-Energize
BPL,KT7A,BPLKT7A,TAKAOKA,8946786,220/72/11,200,2009.0,2020-11-22,2020-12-04,5166,36519,3001.0,710.0,15.0,0.0,0.0,0.0,3.0,3.0,6.0,737.0,34,8,
BPL,KT7A,BPLKT7A,TAKAOKA,8946786,220/72/11,200,2009.0,2021-05-24,2021-07-11,24340,83390,3980.0,410.0,29.0,5.0,0.0,0.0,1.0,0.0,3.0,448.0,34,26,
BPL,KT7A,BPLKT7A,TAKAOKA,8946786,220/72/11,200,2009.0,2021-11-14,2021-12-11,17060,46750,2862.0,249.0,2.0,3.0,0.0,0.0,2.0,28.0,5.0,289.0,30,18,
BPL,KT7A,BPLKT7A,TAKAOKA,8946786,220/72/11,200,2009.0,2022-05-28,2022-06-02,8127,40476,4867.0,677.0,19.0,12.0,0.0,2.0,5.0,6.0,9.0,730.0,,9,
BPL,KT7A,BPLKT7A,TAKAOKA,8946786,220/72/11,200,2009.0,2023-05-22,2023-05-26,8425,51986,4256.0,606.0,26.0,13.0,0.0,2.0,3.0,2.0,5.0,657.0,53,11,
BPL,KT7A,BPLKT7A,TAKAOKA,8946786,220/72/11,200,2009.0,2023-11-26,2023-12-21,14427,51361,4389.0,822.0,37.0,16.0,0.0,6.0,6.0,3.0,8.0,898.0,48,10,
BR,KT1A,BRKT1A,RADEKONCAR,338029,115/22,50,2004.0,2019-03-23,2019-04-18,8295,41639,6189.0,810.0,14.0,49.0,0.0,54.0,56.0,0.0,49.0,1032.0,57,17,-
BR,KT1A,BRKT1A,RADEKONCAR,338029,115/22,50,2004.0,2020-03-22,2020-05-25,8290,51580,6703.0,851.0,35.0,123.0,0.0,21.0,50.0,0.0,17.0,1097.0,57,15,
BR,KT1A,BRKT1A,RADEKONCAR,338029,115/22,50,2004.0,2021-01-11,2021-02-05,5741,62477,7798.0,814.0,25.0,108.0,0.0,15.0,37.0,12.0,13.0,1024.0,50,8,
BR,KT1A,BRKT1A,RADEKONCAR,338029,115/22,50,2004.0,2022-02-28,2022-03-27,14790,77260,5281.0,508.0,12.0,51.0,0.0,14.0,31.0,37.0,12.0,665.0,45,12,
BR,KT1A,BRKT1A,RADEKONCAR,338029,115/22,50,2004.0,2023-02-21,2023-03-04,7863,56673,7034.0,1245.0,10.0,68.0,0.0,40.0,45.0,62.0,11.0,1481.0,40,8,After Buchholz alarm & TX. Pres Relief Dev.alarm
BR,KT1A,BRKT1A,RADEKONCAR,338029,115/22,50,2004.0,2023-02-25,2023-03-12,12886,45291,6996.0,1113.0,11.0,56.0,0.0,38.0,36.0,34.0,8.0,1296.0,56,11,
BR,KT1A,BRKT1A,RADEKONCAR,338029,115/22,50,2004.0,2024-02-24,2024-04-08,12481,52099,7526.0,1021.0,4.0,3.0,0.0,55.0,43.0,58.0,13.0,1197.0,55,11,
BR,KT2A,BRKT2A,ABB,52009,115/22/11,50,2007.0,2019-03-23,2019-04-21,8149,38953,1408.0,164.0,12.0,53.0,0.0,0.0,22.0,0.0,0.0,251.0,53,15,-
BR,KT2A,BRKT2A,ABB,52009,115/22/11,50,2007.0,2020-03-22,2020-05-25,7520,46660,1095.0,165.0,28.0,87.0,0.0,0.0,29.0,0.0,14.0,323.0,43,18,
BR,KT2A,BRKT2A,ABB,52009,115/22/11,50,2007.0,2021-01-11,2021-02-01,6532,51974,1765.0,98.0,18.0,60.0,0.0,0.0,21.0,0.0,11.0,208.0,45,8,
BR,KT2A,BRKT2A,ABB,52009,115/22/11,50,2007.0,2022-02-28,2022-03-27,5775,37174,1502.0,168.0,15.0,0.0,0.0,0.0,32.0,0.0,0.0,215.0,36,14,
BR,KT2A,BRKT2A,ABB,52009,115/22/11,50,2007.0,2023-02-25,2023-03-11,8205,46345,4598.0,229.0,5.0,61.0,0.0,1.0,25.0,0.0,12.0,333.0,56,17,
BR,KT2A,BRKT2A,ABB,52009,115/22/11,50,2007.0,2024-02-24,2024-04-08,8547,41725,2080.0,250.0,4.0,102.0,0.0,4.0,37.0,7.0,19.0,423.0,48,13,
BSP,KT1A,BSPKT1A,ABB,103724,230/115,200,2007.0,2019-10-19,2019-11-25,9210,32696,1484.0,516.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,54,11,-
BSP,KT1A,BSPKT1A,ABB,103724,230/115,200,2007.0,2020-04-26,2020-05-03,4758,27173,1628.0,680.0,47.0,9.0,0.0,0.0,13.0,0.0,7.0,756.0,44,8,
BSP,KT1A,BSPKT1A,ABB,103724,230/115,200,2007.0,2021-04-18,2021-06-07,23900,48120,735.0,190.0,57.0,4.0,0.0,0.0,2.0,0.0,1.0,254.0,50,30,
BSP,KT1A,BSPKT1A,ABB,103724,230/115,200,2007.0,2022-05-21,2022-05-26,6050,34273,1697.0,572.0,7.0,8.0,0.0,1.0,6.0,0.0,0.0,594.0,48,9,
BSP,KT1A,BSPKT1A,ABB,103724,230/115,200,2007.0,2022-10-16,2023-01-27,38713,67474,1699.0,566.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,573.0,53,13,
BSP,KT1A,BSPKT1A,ABB,103724,230/115,200,2007.0,2023-01-20,2023-02-02,5150,39140,1692.0,564.0,4.0,9.0,0.0,0.0,7.0,0.0,0.0,584.0,50,10,
BSP,KT1A,BSPKT1A,ABB,103724,230/115,200,2007.0,2023-04-23,2023-05-08,12071,48427,1502.0,495.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,505.0,48,10,
BSP,KT1A,BSPKT1A,ABB,103724,230/115,200,2007.0,2023-10-13,2023-12-11,19790,29180,1529.0,416.0,3.0,7.0,0.0,2.0,1.0,48.0,0.0,477.0,54,16,
BSP,KT1A,BSPKT1A,ABB,103724,230/115,200,2007.0,2024-04-20,2024-04-27,8581,27654,1988.0,745.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,762.0,54,5,
BSP,KT2A,BSPKT2A,ABB,103725,230/115,200,2007.0,2019-10-19,2019-11-24,10533,38361,1250.0,463.0,20.0,7.0,0.0,0.0,0.0,23.0,0.0,513.0,56,10,-
BSP,KT2A,BSPKT2A,ABB,103725,230/115,200,2007.0,2020-04-26,2020-05-03,2357,29768,1839.0,737.0,28.0,9.0,0.0,0.0,6.0,0.0,3.0,783.0,46,7,
BSP,KT2A,BSPKT2A,ABB,103725,230/115,200,2007.0,2021-04-18,2021-06-07,16040,50130,880.0,208.0,46.0,3.0,0.0,0.0,1.0,1.0,1.0,260.0,52,20,
BSP,KT2A,BSPKT2A,ABB,103725,230/115,200,2007.0,2022-05-21,2022-05-26,5690,33937,1678.0,516.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,528.0,54,5,
BSP,KT2A,BSPKT2A,ABB,103725,230/115,200,2007.0,2022-10-16,2023-01-27,37645,66899,1680.0,516.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,523.0,0,14,
BSP,KT2A,BSPKT2A,ABB,103725,230/115,200,2007.0,2023-01-20,2023-02-02,4440,39160,1655.0,524.0,4.0,4.0,0.0,0.0,1.0,28.0,0.0,561.0,51,10,
BSP,KT2A,BSPKT2A,ABB,103725,230/115,200,2007.0,2023-04-23,2023-05-07,6337,43937,1785.0,596.0,5.0,6.0,0.0,1.0,1.0,1.0,1.0,611.0,50,14,
BSP,KT2A,BSPKT2A,ABB,103725,230/115,200,2007.0,2023-10-13,2023-12-05,12737,43178,1870.0,556.0,17.0,5.0,0.0,1.0,2.0,9.0,0.0,590.0,57,12,
BSP,KT2A,BSPKT2A,ABB,103725,230/115,200,2007.0,2024-04-20,2024-04-27,6084,28326,1896.0,626.0,11.0,5.0,0.0,0.0,10.0,0.0,0.0,652.0,52,4,
BSP,KT3A,BSPKT3A,MITSUBISHI,573082,115/22,25,2007.0,2021-04-18,2021-06-08,7648,49000,2400.0,120.0,43.0,19.0,0.0,1.0,131.0,6.0,116.0,436.0,50,24,
BSP,KT3A,BSPKT3A,MITSUBISHI,573082,115/22,25,2007.0,2022-05-21,2022-05-26,9169,49702,2425.0,116.0,7.0,54.0,0.0,8.0,324.0,0.0,89.0,598.0,45,12,
BSP,KT3A,BSPKT3A,MITSUBISHI,573082,115/22,25,2007.0,2023-01-20,2023-02-02,2680,57280,2477.0,184.0,4.0,90.0,0.0,5.0,321.0,20.0,191.0,815.0,45,10,
BSP,KT3A,BSPKT3A,MITSUBISHI,573082,115/22,25,2007.0,2023-04-23,2023-05-07,2374,61675,2634.0,179.0,5.0,97.0,0.0,18.0,325.0,21.0,170.0,815.0,44,15,
BSP,KT3A,BSPKT3A,MITSUBISHI,573082,115/22,25,2007.0,2024-04-20,2024-04-27,5747,46111,2520.0,164.0,9.0,111.0,0.0,9.0,457.0,0.0,171.0,921.0,52,3,
BSP,KT4AA,BSPKT4AA,ABB NORWAY,103798,139.43/16,100,2008.0,2019-10-19,2019-11-25,13235,44348,1814.0,687.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,699.0,48,12,-
BSP,KT4AA,BSPKT4AA,ABB NORWAY,103798,139.43/16,100,2008.0,2020-04-26,2020-05-03,7715,43582,2095.0,951.0,21.0,9.0,0.0,0.0,4.0,0.0,8.0,993.0,54,20,
BSP,KT4AA,BSPKT4AA,ABB NORWAY,103798,139.43/16,100,2008.0,2020-05-24,2020-06-02,8273,33481,1748.0,687.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,703.0,,7,
BSP,KT4AA,BSPKT4AA,ABB NORWAY,103798,139.43/16,100,2008.0,2021-04-18,2021-06-11,19510,73560,1589.0,414.0,59.0,3.0,0.0,1.0,1.0,0.0,3.0,481.0,56,15,
BSP,KT4AA,BSPKT4AA,ABB NORWAY,103798,139.43/16,100,2008.0,2022-05-21,2022-05-26,13980,42131,2019.0,769.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,791.0,50,8,
BSP,KT4AA,BSPKT4AA,ABB NORWAY,103798,139.43/16,100,2008.0,2022-10-16,2023-01-27,37134,66550,2073.0,766.0,5.0,4.0,0.0,5.0,1.0,0.0,0.0,781.0,52,14,
BSP,KT4AA,BSPKT4AA,ABB NORWAY,103798,139.43/16,100,2008.0,2023-01-20,2023-02-02,7850,45440,2179.0,738.0,2.0,6.0,0.0,2.0,2.0,194.0,5.0,949.0,45,10,
BSP,KT4AA,BSPKT4AA,ABB NORWAY,103798,139.43/16,100,2008.0,2023-04-23,2023-05-07,8727,49923,2092.0,592.0,4.0,7.0,0.0,4.0,3.0,0.0,0.0,610.0,50,15,
BSP,KT4AA,BSPKT4AA,ABB NORWAY,103798,139.43/16,100,2008.0,2023-10-13,2023-12-11,10570,35880,2166.0,607.0,5.0,13.0,0.0,21.0,5.0,0.0,0.0,651.0,44,18,
BSP,KT4AA,BSPKT4AA,ABB NORWAY,103798,139.43/16,100,2008.0,2024-06-09,2024-06-28,14051,58631,4119.0,1044.0,6.0,12.0,0.0,9.0,4.0,8.0,13.0,1096.0,49,4,
