Tr.,MFG,KV,MVA,Age,Year Test,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TCG,TEMP,WATER,year_num,R1,R2,R3,R4,R5,Duval_Total,IRM_fault,DRM_fault,RRM_fault,DTM_fault,DPM_fault,fault_majority_vote,faults_index
77.0,MEIDEN,115/22,50,20,2023,7680,59770,2454.0,164.0,23.0,45,20.0,13.0,295.0,10.0,142.0,692.0,54,11,8,1.9565217391304348,1.5384615384615385,0.4444444444444444,14.75,0.04406779661016949,78.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
77.0,MEIDEN,115/22,50,20,2024,6145,41623,2239.0,97.0,18.0,57,20.0,3.0,217.0,4.0,164.0,560.0,59,18,9,3.1666666666666665,6.666666666666667,0.3508771929824561,10.85,0.013824884792626729,80.0,F1,Uncertain,Uncertain,PD,T3,F1,2
78.0,MEIDEN,115/22,50,20,2021,10486,58035,2157.0,107.0,8.0,68,20.0,2.0,217.0,25.0,112.0,514.0,51,19,6,8.5,10.0,0.29411764705882354,10.85,0.009216589861751152,90.0,F1,Uncertain,Uncertain,T1,T3,F1,2
78.0,MEIDEN,115/22,50,20,2020,10088,60369,1544.0,100.0,4.0,64,20.0,2.0,209.0,25.0,114.0,493.0,59,24,5,16.0,10.0,0.3125,10.45,0.009569377990430622,86.0,F1,Uncertain,Uncertain,PD,T3,F1,2
78.0,MEIDEN,115/22,50,20,2022,15689,61137,2107.0,103.0,10.0,62,20.0,35.0,249.0,25.0,51.0,475.0,62,20,7,6.2,0.5714285714285714,0.3225806451612903,12.45,0.14056224899598393,117.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
78.0,MEIDEN,115/22,50,20,2023,6600,66206,2852.0,124.0,14.0,58,20.0,4.0,285.0,25.0,92.0,577.0,59,13,8,4.142857142857143,5.0,0.3448275862068966,14.25,0.014035087719298246,82.0,F1,Uncertain,Uncertain,PD,T3,F1,2
78.0,MEIDEN,115/22,50,20,2024,7296,48886,2823.0,106.0,11.0,65,20.0,3.0,228.0,4.0,165.0,582.0,63,19,9,5.909090909090909,6.666666666666667,0.3076923076923077,11.4,0.013157894736842105,88.0,F1,Uncertain,Uncertain,T1,T3,F1,2
79.0,HYUNDAI,115/22,50,16,2023,2830,57450,1323.0,92.0,4.0,50,20.0,3.0,97.0,28.0,109.0,383.0,49,26,8,12.5,6.666666666666667,0.4,4.85,0.030927835051546393,73.0,F1,Uncertain,Uncertain,PD,T3,F1,2
79.0,HYUNDAI,115/22,50,16,2024,5046,72593,1091.0,124.0,11.0,75,20.0,10.0,172.0,25.0,92.0,484.0,49,18,9,6.818181818181818,2.0,0.26666666666666666,8.6,0.05813953488372093,105.0,F1,Uncertain,Uncertain,T1,T3,F1,2
79.0,HYUNDAI,115/22,50,16,2021,4567,49511,851.0,116.0,15.0,48,20.0,8.0,91.0,25.0,56.0,334.0,52,25,6,3.2,2.5,0.4166666666666667,4.55,0.08791208791208792,76.0,F1,Uncertain,Uncertain,PD,T3,F1,2
79.0,HYUNDAI,115/22,50,16,2022,4444,42773,468.0,66.0,25.0,45,20.0,2.0,60.0,25.0,55.0,253.0,36,22,7,1.8,10.0,0.4444444444444444,3.0,0.03333333333333333,67.0,F1,Uncertain,Uncertain,PD,T3,F1,2
80.0,HYUNDAI,115/22,50,16,2024,6052,55237,1261.0,24.0,12.0,54,20.0,3.0,128.0,25.0,72.0,293.0,54,19,9,4.5,6.666666666666667,0.37037037037037035,6.4,0.0234375,77.0,F1,Uncertain,Uncertain,PD,T3,F1,2
80.0,HYUNDAI,115/22,50,16,2023,5860,45320,1392.0,17.0,7.0,34,20.0,35.0,85.0,12.0,83.0,238.0,52,17,8,4.857142857142857,0.5714285714285714,0.5882352941176471,4.25,0.4117647058823529,89.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
80.0,HYUNDAI,115/22,50,16,2021,11162,45196,637.0,16.0,9.0,34,20.0,2.0,73.0,25.0,53.0,187.0,54,32,6,3.7777777777777777,10.0,0.5882352941176471,3.65,0.0273972602739726,56.0,F1,Uncertain,Uncertain,PD,T3,F1,2
80.0,HYUNDAI,115/22,50,16,2022,6144,46254,891.0,13.0,11.0,33,20.0,35.0,110.0,25.0,28.0,195.0,36,20,7,3.0,0.5714285714285714,0.6060606060606061,5.5,0.3181818181818182,88.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
81.0,VOLTA WERKE,115/22,50,31,2019,11435,42104,929.0,155.0,18.0,31,20.0,3.0,60.0,25.0,32.0,299.0,50,25,4,1.7222222222222223,6.666666666666667,0.6451612903225806,3.0,0.05,54.0,F1,Uncertain,Uncertain,PD,T3,F1,2
81.0,VOLTA WERKE,115/22,50,31,2020,5620,82960,950.0,950.0,39.0,42,20.0,35.0,89.0,25.0,61.0,231.0,34,21,5,1.0769230769230769,0.5714285714285714,0.47619047619047616,4.45,0.39325842696629215,97.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
81.0,VOLTA WERKE,115/22,50,31,2021,8042,69739,1472.0,170.0,23.0,39,20.0,35.0,99.0,28.0,37.0,359.0,52,12,6,1.6956521739130435,0.5714285714285714,0.5128205128205128,4.95,0.35353535353535354,94.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
81.0,VOLTA WERKE,115/22,50,31,2022,3650,69000,1907.0,154.0,14.0,47,20.0,1.0,101.0,14.0,80.0,411.0,58,17,7,3.357142857142857,20.0,0.425531914893617,5.05,0.009900990099009901,68.0,F1,Uncertain,Uncertain,PD,T3,F1,2
81.0,VOLTA WERKE,115/22,50,31,2023,2843,74301,1936.0,171.0,4.0,54,20.0,4.0,130.0,8.0,77.0,448.0,29,12,8,13.5,5.0,0.37037037037037035,6.5,0.03076923076923077,78.0,F1,Uncertain,Uncertain,PD,T3,F1,2
81.0,VOLTA WERKE,115/22,50,31,2024,11600,58550,2473.0,149.0,4.0,41,20.0,9.0,135.0,8.0,91.0,437.0,30,20,9,10.25,2.2222222222222223,0.4878048780487805,6.75,0.06666666666666667,70.0,F1,Uncertain,Uncertain,PD,T3,F1,2
82.0,VOLTA WERKE,115/22,50,31,2023,18704,47566,2955.0,194.0,10.0,1,20.0,1.0,42.0,25.0,20.0,268.0,60,18,8,0.1,20.0,20.0,2.1,0.023809523809523808,22.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
82.0,VOLTA WERKE,115/22,50,31,2019,9780,41359,1978.0,189.0,11.0,20,20.0,35.0,34.0,25.0,11.0,265.0,44,28,4,1.8181818181818181,0.5714285714285714,1.0,1.7,1.0294117647058822,75.0,Uncertain,Uncertain,Uncertain,D1,T3,D1,0
82.0,VOLTA WERKE,115/22,50,31,2020,7710,39800,950.0,950.0,18.0,33,20.0,35.0,44.0,25.0,26.0,121.0,46,22,5,1.8333333333333333,0.5714285714285714,0.6060606060606061,2.2,0.7954545454545454,88.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
82.0,VOLTA WERKE,115/22,50,31,2021,9090,54090,713.0,52.0,25.0,10,20.0,35.0,17.0,2.0,10.0,116.0,40,16,6,0.4,0.5714285714285714,2.0,0.85,2.0588235294117645,65.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
82.0,VOLTA WERKE,115/22,50,31,2022,11582,41795,2846.0,215.0,14.0,18,20.0,35.0,37.0,25.0,37.0,284.0,62,24,7,1.2857142857142858,0.5714285714285714,1.1111111111111112,1.85,0.9459459459459459,73.0,F1,Uncertain,Uncertain,D1,Uncertain,F1,2
82.0,VOLTA WERKE,115/22,50,31,2024,10084,46494,3367.0,215.0,11.0,39,20.0,35.0,45.0,25.0,26.0,336.0,46,9,9,3.5454545454545454,0.5714285714285714,0.5128205128205128,2.25,0.7777777777777778,94.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
83.0,MEIDENSHA,115/22,50,31,2024,2346,30799,5634.0,241.0,14.0,67,20.0,10.0,148.0,25.0,89.0,569.0,53,6,9,4.785714285714286,2.0,0.29850746268656714,7.4,0.06756756756756757,97.0,F1,Uncertain,Uncertain,T1,T3,F1,2
83.0,MEIDENSHA,115/22,50,31,2023,4720,42540,3600.0,120.0,7.0,57,20.0,5.0,115.0,27.0,94.0,425.0,55,9,8,8.142857142857142,4.0,0.3508771929824561,5.75,0.043478260869565216,82.0,F1,Uncertain,Uncertain,PD,T3,F1,2
83.0,MEIDENSHA,115/22,50,31,2022,2925,46392,3627.0,127.0,17.0,48,20.0,30.0,113.0,8.0,85.0,428.0,62,5,7,2.823529411764706,0.6666666666666666,0.4166666666666667,5.65,0.26548672566371684,98.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
83.0,MEIDENSHA,115/22,50,31,2021,3440,77400,5868.0,135.0,49.0,43,20.0,35.0,96.0,32.0,78.0,433.0,58,19,6,0.8775510204081632,0.5714285714285714,0.46511627906976744,4.8,0.3645833333333333,98.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
83.0,MEIDENSHA,115/22,50,31,2020,8003,37916,4410.0,161.0,8.0,49,20.0,7.0,128.0,25.0,77.0,430.0,55,24,5,6.125,2.857142857142857,0.40816326530612246,6.4,0.0546875,76.0,F1,Uncertain,Uncertain,PD,T3,F1,2
84.0,MEIDEN,115/22,50,16,2021,2710,26430,2697.0,155.0,44.0,128,20.0,2.0,317.0,19.0,261.0,926.0,63,10,6,2.909090909090909,10.0,0.15625,15.85,0.006309148264984227,150.0,F1,Uncertain,Uncertain,T1,T3,F1,2
84.0,MEIDEN,115/22,50,16,2022,5941,48848,1736.0,127.0,10.0,159,20.0,12.0,479.0,19.0,377.0,1183.0,62,9,7,15.9,1.6666666666666667,0.12578616352201258,23.95,0.025052192066805846,191.0,F1,Uncertain,Uncertain,T1,T3,F1,2
84.0,MEIDEN,115/22,50,16,2023,3911,80200,2142.0,235.0,5.0,244,20.0,12.0,623.0,33.0,394.0,1546.0,60,10,8,48.8,1.6666666666666667,0.08196721311475409,31.15,0.019261637239165328,276.0,F1,Uncertain,Uncertain,T1,T3,F1,2
84.0,MEIDEN,115/22,50,16,2024,3157,61696,2436.0,259.0,11.0,258,20.0,8.0,794.0,25.0,503.0,1833.0,63,5,9,23.454545454545453,2.5,0.07751937984496124,39.7,0.010075566750629723,286.0,F1,Uncertain,Uncertain,T1,T3,F1,2
85.0,MITSUBISHI,115/22,50,39,2018,10097,32587,1863.0,109.0,7.0,16,20.0,35.0,36.0,25.0,39.0,207.0,52,26,3,2.2857142857142856,0.5714285714285714,1.25,1.8,0.9722222222222222,71.0,F1,Uncertain,Uncertain,D1,Uncertain,F1,2
85.0,MITSUBISHI,115/22,50,39,2019,9052,32264,1924.0,135.0,11.0,15,20.0,35.0,30.0,25.0,37.0,191.0,36,13,4,1.3636363636363635,0.5714285714285714,1.3333333333333333,1.5,1.1666666666666667,70.0,Uncertain,Uncertain,Uncertain,D1,Uncertain,D1,0
85.0,MITSUBISHI,115/22,50,39,2020,18420,45590,1263.0,51.0,43.0,10,20.0,35.0,14.0,2.0,11.0,131.0,54,26,5,0.23255813953488372,0.5714285714285714,2.0,0.7,2.5,65.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
85.0,MITSUBISHI,115/22,50,39,2021,3285,28142,214.0,37.0,6.0,13,20.0,3.0,26.0,4.0,23.0,112.0,30,13,6,2.1666666666666665,6.666666666666667,1.5384615384615385,1.3,0.11538461538461539,36.0,F1,Uncertain,Uncertain,PD,T3,F1,2
85.0,MITSUBISHI,115/22,50,39,2022,10281,28336,1881.0,100.0,10.0,8,20.0,2.0,30.0,3.0,3.0,156.0,63,16,7,0.8,10.0,2.5,1.5,0.06666666666666667,30.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
85.0,MITSUBISHI,115/22,50,39,2023,5996,37579,2008.0,134.0,3.0,17,20.0,5.0,32.0,3.0,30.0,224.0,48,22,8,5.666666666666667,4.0,1.1764705882352942,1.6,0.15625,42.0,F1,Uncertain,Uncertain,PD,T3,F1,2
85.0,MITSUBISHI,115/22,50,39,2024,4996,26799,2744.0,163.0,13.0,22,20.0,3.0,23.0,25.0,16.0,240.0,53,16,9,1.6923076923076923,6.666666666666667,0.9090909090909091,1.15,0.13043478260869565,45.0,F1,Uncertain,Uncertain,PD,PD,PD,3
86.0,MEIDEN,115/22,50,20,2024,6041,45933,2191.0,133.0,37.0,76,20.0,5.0,230.0,8.0,110.0,599.0,59,10,9,2.054054054054054,4.0,0.2631578947368421,11.5,0.021739130434782608,101.0,F1,Uncertain,Uncertain,T1,T3,F1,2
86.0,MEIDEN,115/22,50,20,2023,11880,43620,2708.0,135.0,26.0,63,20.0,2.0,193.0,6.0,130.0,555.0,58,12,8,2.423076923076923,10.0,0.31746031746031744,9.65,0.010362694300518135,85.0,F1,Uncertain,Uncertain,PD,T3,F1,2
86.0,MEIDEN,115/22,50,20,2022,8937,60489,2215.0,138.0,57.0,80,3.0,5.0,231.0,8.0,115.0,637.0,57,10,7,1.4035087719298245,0.6,0.0375,77.0,0.021645021645021644,88.0,F1,Uncertain,Uncertain,T1,T3,F1,2
86.0,MEIDEN,115/22,50,20,2021,6977,50609,2662.0,116.0,53.0,69,20.0,2.0,218.0,17.0,62.0,319.0,54,6,6,1.3018867924528301,10.0,0.2898550724637681,10.9,0.009174311926605505,91.0,F1,Uncertain,Uncertain,T1,T3,F1,2
86.0,MEIDEN,115/22,50,20,2019,22485,72806,1686.0,112.0,13.0,64,0.3,2.0,170.0,25.0,103.0,464.3,55,7,4,4.923076923076923,0.15,0.0046875,566.6666666666667,0.011764705882352941,66.3,F1,Uncertain,Uncertain,T1,T3,F1,2
86.0,MEIDEN,115/22,50,20,2018,7215,56694,1733.0,120.0,76.0,89,20.0,35.0,253.0,25.0,149.0,687.0,58,7,3,1.1710526315789473,0.5714285714285714,0.2247191011235955,12.65,0.1383399209486166,144.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
86.0,MEIDEN,115/22,50,20,2017,11967,53665,2246.0,107.0,34.0,67,20.0,35.0,193.0,25.0,89.0,490.0,73,28,2,1.9705882352941178,0.5714285714285714,0.29850746268656714,9.65,0.18134715025906736,122.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
86.0,MEIDEN,115/22,50,20,2020,17982,74816,2821.0,124.0,48.0,62,0.6,2.0,256.0,25.0,135.0,627.6,64,6,5,1.2916666666666667,0.3,0.00967741935483871,426.6666666666667,0.0078125,64.6,F1,Uncertain,Uncertain,T1,T3,F1,2
87.0,DAIHEN,115/22,50,12,2023,13985,44255,1967.0,695.0,15.0,1,20.0,8.0,4.0,1.0,1.0,725.0,47,10,8,0.06666666666666667,2.5,20.0,0.2,2.0,29.0,PD,Uncertain,Uncertain,PD,PD,PD,3
87.0,DAIHEN,115/22,50,12,2019,14658,49659,1353.0,401.0,17.0,2,20.0,3.0,55.0,2.0,37.0,425.0,49,13,4,0.11764705882352941,6.666666666666667,10.0,2.75,0.05454545454545454,25.0,F1,Uncertain,Uncertain,PD,PD,PD,3
87.0,DAIHEN,115/22,50,12,2020,9703,39157,1255.0,463.0,53.0,3,20.0,35.0,55.0,25.0,37.0,519.0,48,7,5,0.05660377358490566,0.5714285714285714,6.666666666666667,2.75,0.6363636363636364,58.0,F1,Uncertain,Uncertain,Uncertain,Uncertain,F1,2
87.0,DAIHEN,115/22,50,12,2021,10367,54273,1418.0,229.0,5.0,60,20.0,3.0,1.0,2.0,2.0,242.0,43,6,6,12.0,6.666666666666667,0.3333333333333333,0.05,3.0,83.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
87.0,DAIHEN,115/22,50,12,2022,11390,60890,1891.0,408.0,39.0,2,20.0,2.0,1.0,83.0,3.0,538.0,44,16,7,0.05128205128205128,10.0,10.0,0.05,2.0,24.0,PD,Uncertain,Uncertain,PD,PD,PD,3
87.0,DAIHEN,115/22,50,12,2024,15166,46667,1936.0,681.0,17.0,7,20.0,10.0,2.0,5.0,3.0,725.0,49,9,9,0.4117647058823529,2.0,2.857142857142857,0.1,5.0,37.0,D1,Uncertain,D2,PD,PD,PD,3
88.0,ABB,115/22,50,13,2019,15566,47307,2440.0,640.0,9.0,60,20.0,35.0,55.0,25.0,37.0,649.0,42,23,4,6.666666666666667,0.5714285714285714,0.3333333333333333,2.75,0.6363636363636364,115.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
88.0,ABB,115/22,50,13,2020,13406,57064,2176.0,899.0,30.0,3,20.0,35.0,1.0,25.0,37.0,933.0,39,13,5,0.1,0.5714285714285714,6.666666666666667,0.05,35.0,58.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
88.0,ABB,115/22,50,13,2021,12525,57886,1610.0,299.0,5.0,60,20.0,35.0,1.0,1.0,37.0,306.0,36,18,6,12.0,0.5714285714285714,0.3333333333333333,0.05,35.0,115.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
88.0,ABB,115/22,50,13,2022,10417,58073,3935.0,1178.0,6.0,10,20.0,4.0,1.0,1.0,1.0,1201.0,42,15,7,1.6666666666666667,5.0,2.0,0.05,4.0,34.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
88.0,ABB,115/22,50,13,2023,20557,70820,3400.0,1141.0,20.0,8,20.0,6.0,1.0,2.0,3.0,1181.0,47,26,8,0.4,3.3333333333333335,2.5,0.05,6.0,34.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
88.0,ABB,115/22,50,13,2024,12696,46842,4150.0,1198.0,7.0,9,20.0,10.0,1.0,18.0,1.0,1244.0,53,14,9,1.2857142857142858,2.0,2.2222222222222223,0.05,10.0,39.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
89.0,MEIDEN,115/22,50,12,2022,10118,63521,3623.0,870.0,12.0,60,20.0,6.0,5.0,25.0,37.0,893.0,54,14,7,5.0,3.3333333333333335,0.3333333333333333,0.25,1.2,86.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
89.0,MEIDEN,115/22,50,12,2021,16589,65207,1434.0,531.0,15.0,16,20.0,6.0,4.0,3.0,4.0,579.0,66,29,6,1.0666666666666667,3.3333333333333335,1.25,0.2,1.5,42.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
89.0,MEIDEN,115/22,50,12,2023,9507,63123,3676.0,945.0,6.0,19,20.0,5.0,7.0,25.0,37.0,982.0,48,8,8,3.1666666666666665,4.0,1.0526315789473684,0.35,0.7142857142857143,44.0,F1,Uncertain,Uncertain,PD,T3,F1,2
89.0,MEIDEN,115/22,50,12,2019,13673,54636,2148.0,638.0,7.0,17,20.0,35.0,4.0,25.0,37.0,666.0,53,24,4,2.4285714285714284,0.5714285714285714,1.1764705882352942,0.2,8.75,72.0,Uncertain,Uncertain,Uncertain,D1,T1,D1,0
89.0,MEIDEN,115/22,50,12,2020,9936,51495,2434.0,724.0,6.0,16,20.0,35.0,5.0,25.0,6.0,757.0,67,10,5,2.6666666666666665,0.5714285714285714,1.25,0.25,7.0,71.0,Uncertain,Uncertain,Uncertain,D1,T1,D1,0
89.0,MEIDEN,115/22,50,12,2024,17516,45201,3587.0,969.0,12.0,10,20.0,2.0,2.0,3.0,2.0,1000.0,59,8,9,0.8333333333333334,10.0,2.0,0.1,1.0,32.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
90.0,MEIDEN,115/22,50,12,2024,16470,27170,3933.0,1070.0,3.0,7,20.0,4.0,1.0,3.0,2.0,1090.0,58,9,9,2.3333333333333335,5.0,2.857142857142857,0.05,4.0,31.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
90.0,MEIDEN,115/22,50,12,2023,12993,62572,3820.0,1004.0,9.0,13,20.0,7.0,5.0,25.0,37.0,1038.0,44,8,8,1.4444444444444444,2.857142857142857,1.5384615384615385,0.25,1.4,40.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
90.0,MEIDEN,115/22,50,12,2021,11818,72224,3795.0,1217.0,11.0,17,20.0,5.0,55.0,3.0,4.0,1257.0,55,11,6,1.5454545454545454,4.0,1.1764705882352942,2.75,0.09090909090909091,42.0,F1,Uncertain,Uncertain,PD,T3,F1,2
90.0,MEIDEN,115/22,50,12,2022,8577,80548,4023.0,1234.0,2.0,26,20.0,6.0,3.0,2.0,2.0,1275.0,54,10,7,13.0,3.3333333333333335,0.7692307692307693,0.15,2.0,52.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
90.0,MEIDEN,115/22,50,12,2019,11003,67164,2666.0,896.0,6.0,13,20.0,35.0,4.0,25.0,3.0,922.0,63,9,4,2.1666666666666665,0.5714285714285714,1.5384615384615385,0.2,8.75,68.0,Uncertain,Uncertain,Uncertain,Uncertain,T1,T1,4
90.0,MEIDEN,115/22,50,12,2018,11531,60237,2640.0,889.0,10.0,12,20.0,4.0,55.0,25.0,37.0,915.0,50,20,3,1.2,5.0,1.6666666666666667,2.75,0.07272727272727272,36.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
90.0,MEIDEN,115/22,50,12,2020,21669,78804,2912.0,1029.0,7.0,13,20.0,5.0,3.0,2.0,3.0,462.0,61,18,5,1.8571428571428572,4.0,1.5384615384615385,0.15,1.6666666666666667,38.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
91.0,FUJI,115/22,50,26,2019,19634,55348,285.0,15.0,1.0,2,20.0,35.0,55.0,25.0,37.0,18.0,35,15,4,2.0,0.5714285714285714,10.0,2.75,0.6363636363636364,57.0,F1,Uncertain,Uncertain,Uncertain,Uncertain,F1,2
91.0,FUJI,115/22,50,26,2020,3950,24330,685.0,49.0,37.0,10,20.0,35.0,5.0,2.0,2.0,105.0,46,11,5,0.2702702702702703,0.5714285714285714,2.0,0.25,7.0,65.0,Uncertain,Uncertain,D2,Uncertain,Uncertain,D2,1
91.0,FUJI,115/22,50,26,2021,2315,14873,934.0,104.0,2.0,15,20.0,2.0,14.0,2.0,5.0,144.0,46,18,6,7.5,10.0,1.3333333333333333,0.7,0.14285714285714285,37.0,F1,Uncertain,Uncertain,PD,T3,F1,2
91.0,FUJI,115/22,50,26,2022,3859,24988,988.0,122.0,2.0,21,20.0,2.0,29.0,2.0,17.0,195.0,48,8,7,10.5,10.0,0.9523809523809523,1.45,0.06896551724137931,43.0,F1,Uncertain,Uncertain,PD,T3,F1,2
91.0,FUJI,115/22,50,26,2023,9221,34373,990.0,111.0,2.0,31,20.0,3.0,34.0,3.0,17.0,201.0,43,14,8,15.5,6.666666666666667,0.6451612903225806,1.7,0.08823529411764706,54.0,F1,Uncertain,Uncertain,PD,T3,F1,2
91.0,FUJI,115/22,50,26,2024,11376,42791,1029.0,99.0,3.0,28,20.0,3.0,51.0,25.0,30.0,214.0,42,26,9,9.333333333333334,6.666666666666667,0.7142857142857143,2.55,0.058823529411764705,51.0,F1,Uncertain,Uncertain,PD,T3,F1,2
92.0,DAIHEN,115/22,50,11,2020,11558,63227,1572.0,802.0,12.0,4,20.0,2.0,2.0,1.0,5.0,828.0,52,12,5,0.3333333333333333,10.0,5.0,0.1,1.0,26.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
92.0,DAIHEN,115/22,50,11,2021,10588,48287,1739.0,694.0,18.0,60,20.0,7.0,58.0,25.0,37.0,777.0,51,17,6,3.3333333333333335,2.857142857142857,0.3333333333333333,2.9,0.1206896551724138,87.0,F1,Uncertain,Uncertain,T1,T3,F1,2
92.0,DAIHEN,115/22,50,11,2022,10432,64407,1995.0,550.0,14.0,3,20.0,3.0,2.0,3.0,3.0,578.0,50,11,7,0.21428571428571427,6.666666666666667,6.666666666666667,0.1,1.5,26.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
92.0,DAIHEN,115/22,50,11,2023,7830,60470,2114.0,778.0,8.0,5,20.0,6.0,2.0,31.0,6.0,836.0,45,8,8,0.625,3.3333333333333335,4.0,0.1,3.0,31.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
92.0,DAIHEN,115/22,50,11,2024,8374,38378,2000.0,520.0,7.0,3,20.0,7.0,1.0,3.0,4.0,545.0,48,13,9,0.42857142857142855,2.857142857142857,6.666666666666667,0.05,7.0,30.0,Uncertain,Uncertain,D2,PD,PD,PD,3
93.0,DAIHEN,115/22,50,11,2024,7193,47072,2529.0,1161.0,26.0,12,20.0,12.0,9.0,15.0,3.0,1238.0,50,9,9,0.46153846153846156,1.6666666666666667,1.6666666666666667,0.45,1.3333333333333333,44.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
93.0,DAIHEN,115/22,50,11,2023,10846,63849,2703.0,1195.0,27.0,14,20.0,12.0,11.0,7.0,14.0,1280.0,48,8,8,0.5185185185185185,1.6666666666666667,1.4285714285714286,0.55,1.0909090909090908,46.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
93.0,DAIHEN,115/22,50,11,2022,8947,63684,2145.0,599.0,7.0,6,20.0,3.0,6.0,2.0,7.0,630.0,50,7,7,0.8571428571428571,6.666666666666667,3.3333333333333335,0.3,0.5,29.0,F1,Uncertain,Uncertain,PD,PD,PD,3
93.0,DAIHEN,115/22,50,11,2020,4797,54671,2158.0,976.0,26.0,5,20.0,5.0,6.0,7.0,6.0,1031.0,50,7,5,0.19230769230769232,4.0,4.0,0.3,0.8333333333333334,30.0,F1,Uncertain,Uncertain,PD,PD,PD,3
93.0,DAIHEN,115/22,50,11,2019,13439,64905,1750.0,882.0,65.0,9,20.0,2.0,10.0,3.0,12.0,983.0,53,10,4,0.13846153846153847,10.0,2.2222222222222223,0.5,0.2,31.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
93.0,DAIHEN,115/22,50,11,2021,6097,54671,2052.0,358.0,40.0,5,20.0,3.0,4.0,5.0,6.0,421.0,54,9,6,0.125,6.666666666666667,4.0,0.2,0.75,28.0,F1,Uncertain,Uncertain,PD,PD,PD,3
94.0,MEIDEN,115/22,50,25,2020,10888,48166,4481.0,920.0,17.0,12,20.0,35.0,4.0,25.0,37.0,953.0,52,19,5,0.7058823529411765,0.5714285714285714,1.6666666666666667,0.2,8.75,67.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
94.0,MEIDEN,115/22,50,25,2021,7036,54713,4340.0,1022.0,3.0,19,20.0,13.0,4.0,6.0,2.0,1069.0,58,15,6,6.333333333333333,1.5384615384615385,1.0526315789473684,0.2,3.25,52.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
94.0,MEIDEN,115/22,50,25,2022,12874,66972,4582.0,965.0,4.0,7,20.0,8.0,3.0,3.0,37.0,990.0,58,10,7,1.75,2.5,2.857142857142857,0.15,2.6666666666666665,35.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
94.0,MEIDEN,115/22,50,25,2023,8770,55150,4957.0,981.0,2.0,27,20.0,29.0,5.0,6.0,4.0,1054.0,54,15,8,13.5,0.6896551724137931,0.7407407407407407,0.25,5.8,76.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
94.0,MEIDEN,115/22,50,25,2024,11161,50554,5234.0,1045.0,18.0,10,20.0,17.0,7.0,6.0,4.0,1107.0,63,13,9,0.5555555555555556,1.1764705882352942,2.0,0.35,2.4285714285714284,47.0,D1,Uncertain,Uncertain,PD,PD,PD,3
95.0,MEIDEN,115/22,50,25,2021,11570,67470,3602.0,423.0,3.0,6,20.0,1.0,3.0,25.0,2.0,438.0,58,11,6,2.0,20.0,3.3333333333333335,0.15,0.3333333333333333,27.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
