LOC,NAME,CODETX,SER,KV,MVA,YEAR_Energized,Sample Day,Tested Day,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TEMP,NB
RB2,KT1AB,RB2KT1AB,GBK604901,230/115,300,2019.0,2023-11-16,2024-01-20,14750,39420,1939,275.0,22022,4798.0,36982,9413,1513.0,2398.0,82.0,58.0,
RB2,KT1AC,RB2KT1AC,GBK604901,230/115,300,2019.0,2023-11-16,2024-01-21,6070,32400,1787,167.0,30073,7675.0,29258,26151,5601.0,2788.0,125.0,58.0,
RB2,KT4AA,RB2KT4AA,GBK604902,230/115,300,2019.0,2023-11-16,2024-01-19,29960,50230,880,167.0,2729,625.0,5281,790,71.0,251.0,10.0,30.0,
RB2,KT4AB,RB2KT4AB,GBK604902,230/115,300,2019.0,2023-11-16,2024-01-19,14150,53280,1019,211.0,9830,1040.0,8114,1107,72.0,677.0,10.0,30.0,
RB2,KT4AC,RB2KT4AC,GBK604902,230/115,300,2019.0,2023-11-16,2024-01-19,27010,47870,802,119.0,4520,975.0,7353,1247,98.0,314.0,12.0,30.0,
RB3,KT1AA,RB3KT1AA,21784108,525/242/1.73,250,,2020-12-12,2020-12-13,2729,22419,13,23.0,54,5.0,26,16,1.0,2.0,1.0,46.0,
RB3,KT1AB,RB3KT1AB,21784109,525/242/1.73,250,,2020-12-12,2020-12-13,2098,17087,18,21.0,48,5.0,24,13,1.0,1.0,2.0,48.0,
RB3,KT1AC,RB3KT1AC,21784110,525/242/1.73,250,,2020-12-12,2020-12-13,1763,15565,23,17.0,256,44.0,251,64,18.0,42.0,22.0,48.0,
RE1,KT3AA,RE1KT3AA,91900020,230/121/22,200,2005.0,2024-02-11,2024-03-21,12229,50079,249,211.0,1504,842.0,503,929,130.0,150.0,4.0,0.0,
RE1,KT3AA,RE1KT3AA,91900020,230/121/22,200,2005.0,2020-03-09,2020-03-29,7968,61892,119,78.0,8678,1772.0,239,618,175.0,0.0,0.0,54.0,
RE1,KT3AA,RE1KT3AA,91900020,230/121/22,200,2005.0,2020-06-09,2020-06-27,7241,65026,44,48.0,12690,2325.0,220,974,264.0,0.0,16.0,58.0,
RE1,KT3AB,RE1KT3AB,91900020,230/121/22,200,2005.0,2020-03-09,2020-03-29,7685,61670,101,76.0,9254,1882.0,274,627,179.0,0.0,0.0,54.0,
RE1,KT3AB,RE1KT3AB,91900020,230/121/22,200,2005.0,2024-02-11,2024-03-21,14452,49406,153,246.0,2174,955.0,621,878,113.0,288.0,3.0,59.0,
RE1,KT3AB,RE1KT3AB,91900020,230/121/22,200,2005.0,2020-06-09,2020-06-27,7357,63111,57,105.0,9481,1952.0,303,812,187.0,0.0,7.0,58.0,
RE1,KT3AC,RE1KT3AC,91900020,230/121/22,200,2005.0,2020-06-09,2020-06-26,11241,66788,80,115.0,7542,1782.0,282,812,194.0,0.0,0.0,58.0,
RE1,KT3AC,RE1KT3AC,91900020,230/121/22,200,2005.0,2024-02-11,2024-03-21,9610,51514,171,160.0,2968,1268.0,507,1032,182.0,151.0,5.0,59.0,
RE1,KT3AC,RE1KT3AC,91900020,230/121/22,200,2005.0,2020-03-09,2020-03-27,8562,62284,69,30.0,8889,2269.0,207,887,229.0,76.0,29.0,54.0,
RE1,KT4AA,RE1KT4AA,91900021,230/121/22,200,2005.0,2020-06-09,2020-06-26,6626,68364,66,30.0,13700,2868.0,181,1057,342.0,0.0,11.0,55.0,
RE1,KT4AA,RE1KT4AA,91900021,230/121/22,200,2005.0,2024-02-11,2024-03-21,16321,51682,162,227.0,2416,1239.0,706,1107,191.0,145.0,6.0,57.0,
RE1,KT4AA,RE1KT4AA,91900021,230/121/22,200,2005.0,2020-03-09,2020-03-29,6081,61977,150,116.0,7335,1963.0,257,588,198.0,0.0,0.0,52.0,
RE1,KT4AB,RE1KT4AB,91900021,230/121/22,200,2005.0,2020-03-09,2020-03-30,6195,72683,78,55.0,9071,2610.0,283,856,280.0,176.0,33.0,52.0,
RE1,KT4AB,RE1KT4AB,91900021,230/121/22,200,2005.0,2024-02-11,2024-03-21,12965,51224,152,203.0,2759,1353.0,634,1173,199.0,138.0,6.0,57.0,
RE1,KT4AB,RE1KT4AB,91900021,230/121/22,200,2005.0,2020-06-09,2020-06-26,5305,68702,61,73.0,11181,2500.0,335,1126,388.0,0.0,0.0,55.0,
RE1,KT4AC,RE1KT4AC,91900021,230/121/22,200,2005.0,2020-03-09,2020-03-30,6185,68962,66,28.0,9872,2997.0,235,977,381.0,78.0,31.0,52.0,
RE1,KT4AC,RE1KT4AC,91900021,230/121/22,200,2005.0,2024-02-11,2024-03-21,13048,48506,167,89.0,2468,1368.0,409,1253,225.0,121.0,6.0,57.0,
RE1,KT4AC,RE1KT4AC,91900021,230/121/22,200,2005.0,2020-06-09,2020-06-26,8120,68262,63,107.0,9410,2248.0,147,1135,252.0,0.0,7.0,55.0,
RE2,KT1AA,RE2KT1AA,07MK410101,525,333,2022.0,2022-07-25,2022-08-06,13710,53570,263,9.0,10,2.0,3,1,0.0,0.0,0.0,39.0,
RE2,KT1AB,RE2KT1AB,07MK410102,525,333,2022.0,2022-07-25,2022-08-06,18190,56440,212,9.0,60,2.0,22,0,0.0,2.0,0.0,40.0,
RE2,KT1AB,RE2KT1AB,07MK410102,525,333,2022.0,2022-07-25,2022-08-06,18190,56440,212,9.0,60,2.0,22,0,0.0,2.0,0.0,40.0,
RE2,KT1AC,RE2KT1AC,07MK410103,525,333,2022.0,2022-07-25,2022-08-06,21630,69140,246,9.0,10,2.0,1,1,0.0,0.0,0.0,40.0,
RE2,KT2AA,RE2KT2AA,07MK410104,525,333,2022.0,2022-07-25,2022-08-07,14110,38930,117,4.0,6,1.0,0,0,0.0,0.0,0.0,40.0,
RE2,KT2AB,RE2KT2AB,07MK410105,525,333,2022.0,2022-07-25,2022-08-06,15390,56230,167,5.0,8,1.0,1,0,0.0,0.0,0.0,37.0,
RE2,KT2AC,RE2KT2AC,07MK410106,525,333,2022.0,2022-07-25,2022-08-06,14170,52770,201,4.0,6,1.0,1,0,1.0,0.0,1.0,39.0,
RN,KT1A,RNKT1A,60538001,115/33/11,25,1993.0,2023-11-25,2024-01-27,19882,34729,1448,163.0,8725,500.0,2330,850,80.0,225.0,9.0,55.0,
RN,KT1A,RNKT1A,60538001,115/33/11,25,1993.0,2020-11-07,2020-11-29,16635,62542,654,95.0,1881,1604.0,3648,3061,848.0,137.0,26.0,53.0,
RN,KT2A,RNKT2A,60494001,115/33/11,25,1993.0,2020-11-07,2020-11-28,6183,71134,517,82.0,8159,6309.0,4606,25204,3253.0,1725.0,62.0,38.0,
RN,KT2A,RNKT2A,60494001,115/33/11,25,1993.0,2023-11-25,2024-01-26,2845,52331,2410,243.0,2975,540.0,335,1502,161.0,230.0,9.0,28.0,
RPB,KT1AA,RPBKT1AA,9374740101,230/115/33,,,2023-11-27,2024-01-27,5470,56114,283,189.0,203,53.0,944,380,23.0,94.0,10.0,64.0,
RPB,KT1AB,RPBKT1AB,9374740101,230/115/33,,,2023-11-27,2024-01-27,4332,46682,222,129.0,88,29.0,563,237,11.0,126.0,6.0,64.0,
RPB,KT1AC,RPBKT1AC,9374740101,230/115/33,,,2023-11-27,2024-01-26,4846,54041,250,256.0,227,74.0,773,440,32.0,137.0,9.0,64.0,
RPB,KT4A,RPBKT4A,AG69095T312,115/33/11,25,1997.0,2023-11-27,2024-01-27,9001,52536,1602,125.0,1588,627.0,1759,4081,755.0,1006.0,252.0,49.0,
RPS,KT1AA,RPSKT1AA,408036,230/72/11,300,,2023-11-16,2023-12-03,6138,27974,511,87.0,27935,7833.0,4192,38555,18775.0,3071.0,170.0,58.0,
RPS,KT1AB,RPSKT1AB,408036,230/72/11,300,,2023-11-16,2023-12-03,7632,36826,2522,385.0,11618,5188.0,1933,25630,13281.0,2730.0,153.0,58.0,
RPS,KT1AC,RPSKT1AC,408036,230/72/11,300,,2023-11-16,2023-12-03,14035,35196,1160,305.0,17262,4813.0,9307,17045,9257.0,2780.0,95.0,58.0,
RPS,KT2AA,RPSKT2AA,408038,230/72/11,300,,2023-11-16,2023-12-03,7652,11478,2670,147.0,10322,566.0,1511,2333,431.0,249.0,11.0,60.0,
RPS,KT2AB,RPSKT2AB,408038,230/72/11,300,,2023-11-16,2023-12-08,4328,11936,512,99.0,18756,992.0,2762,3911,640.0,402.0,14.0,60.0,
RPS,KT2AC,RPSKT2AC,408038,230/72/11,300,,2023-11-16,2023-12-03,12227,36891,2036,358.0,8966,1162.0,8073,3493,582.0,568.0,17.0,60.0,
RS,KT1AA,RSKT1AA,8946783,230/72/11,200,2009.0,2024-06-11,2024-06-21,10445,29256,589,183.0,16585,9886.0,43449,27426,6129.0,5314.0,150.0,52.0,
RS,KT1AA,RSKT1AA,8946783,230/72/11,200,2009.0,2023-09-21,2023-09-22,16260,28760,2587,243.0,24108,4015.0,22034,9639,1519.0,1203.0,15.0,,
RS,KT1AA,RSKT1AA,8946783,230/72/11,200,2009.0,2023-12-09,2024-01-25,21103,35337,955,202.0,15962,5562.0,34536,13310,2691.0,4439.0,100.0,45.0,
RS,KT1AB,RSKT1AB,8946783,230/72/11,200,2009.0,2023-12-09,2024-01-23,17459,27794,839,146.0,15578,7547.0,35390,25064,5940.0,7181.0,113.0,45.0,
RS,KT1AB,RSKT1AB,8946783,230/72/11,200,2009.0,2023-09-21,2023-09-22,11170,19590,2530,253.0,27481,5599.0,26855,8371,3902.0,1461.0,17.0,,
RS,KT1AB,RSKT1AB,8946783,230/72/11,200,2009.0,2024-06-11,2024-06-21,7738,20665,605,187.0,26293,17515.0,44673,62618,13866.0,6623.0,211.0,52.0,
RS,KT1AC,RSKT1AC,8946783,230/72/11,200,2009.0,2023-09-21,2023-09-22,11390,23280,2165,253.0,26572,5192.0,26128,6520,3463.0,1487.0,19.0,,
RS,KT1AC,RSKT1AC,8946783,230/72/11,200,2009.0,2023-12-09,2024-01-23,15287,25539,1234,219.0,39978,10450.0,46241,29687,6398.0,3489.0,121.0,45.0,
RS,KT1AC,RSKT1AC,8946783,230/72/11,200,2009.0,2024-06-11,2024-06-20,9478,23356,519,143.0,19676,13907.0,38099,49868,11014.0,6275.0,199.0,52.0,
RS,KT2AA,RSKT2AA,8946785,220/69/11,200,2009.0,2023-09-21,2023-09-22,14000,24450,1177,259.0,22832,4619.0,21663,2637,2467.0,1342.0,19.0,,
RS,KT2AA,RSKT2AA,8946785,220/69/11,200,2009.0,2023-12-09,2024-01-26,15142,34528,1351,264.0,25378,7045.0,44296,12743,2091.0,2977.0,77.0,47.0,
RS,KT2AA,RSKT2AA,8946785,220/69/11,200,2009.0,2024-06-11,2024-06-20,9628,28914,531,194.0,18045,9438.0,40487,9438,4318.0,7493.0,155.0,54.0,
RS,KT2AB,RSKT2AB,8946785,220/69/11,200,2009.0,2023-09-21,2023-09-22,12910,21290,1146,152.0,23437,4820.0,24212,3993,2911.0,1364.0,18.0,,
RS,KT2AB,RSKT2AB,8946785,220/69/11,200,2009.0,2023-12-09,2024-01-25,19361,28413,784,154.0,15667,6669.0,31365,18331,4117.0,5494.0,104.0,47.0,
RS,KT2AB,RSKT2AB,8946785,220/69/11,200,2009.0,2024-06-11,2024-06-19,9463,22051,472,234.0,21515,14174.0,43795,45438,10269.0,6760.0,186.0,54.0,
RS,KT2AC,RSKT2AC,8946785,220/69/11,200,2009.0,2023-09-21,2023-09-22,30850,31690,1152,165.0,8120,3328.0,22320,6815,1183.0,1114.0,16.0,,
RS,KT2AC,RSKT2AC,8946785,220/69/11,200,2009.0,2023-12-09,2024-01-23,11647,28283,982,203.0,29410,8388.0,39468,20838,4286.0,6636.0,112.0,47.0,
RS,KT2AC,RSKT2AC,8946785,220/69/11,200,2009.0,2024-06-11,2024-06-20,6405,23385,662,190.0,25888,15093.0,44049,46337,10112.0,5848.0,194.0,54.0,
RS,KT8AA,RSKT8AA,275050229801,230/121/22,300,2011.0,2023-12-09,2024-01-23,12755,26764,1034,179.0,32313,15416.0,21993,87041,20975.0,7829.0,268.0,62.0,
RS,KT8AA,RSKT8AA,275050229801,230/121/22,300,2011.0,2024-06-11,2024-06-19,10501,24066,401,111.0,14811,16601.0,14041,111631,29061.0,11123.0,405.0,70.0,
RS,KT8AB,RSKT8AB,275050229801,230/121/22,300,2011.0,2023-12-09,2024-01-26,11074,28107,907,153.0,30280,16235.0,31202,98848,25993.0,10494.0,300.0,62.0,
RS,KT8AB,RSKT8AB,275050229801,230/121/22,300,2011.0,2024-06-11,2024-06-19,7632,16706,504,124.0,25794,25357.0,18223,172614,45369.0,21589.0,553.0,70.0,
RS,KT8AC,RSKT8AC,275050229801,230/121/22,300,2011.0,2024-06-11,2024-06-19,12265,28536,332,92.0,21870,28251.0,20096,192322,67455.0,19776.0,766.0,70.0,
RS,KT8AC,RSKT8AC,275050229801,230/121/22,300,2011.0,2023-12-09,2024-01-26,11877,24639,753,107.0,31839,18916.0,39998,114397,36137.0,14328.0,387.0,62.0,
RWPS,KT1A,RWPSKT1A,553809,115/22,12.5,1984.0,2021-12-15,2022-01-10,23952,65954,928,16.8,0,0.6,0,0,0.4,1.3,0.5,50.0,
RY2,KT3AA,RY2KT3AA,AX69026T2,115/22,200,2000.0,2019-04-01,2019-04-01,15815,37711,4396,483.0,5895,672.0,1057,603,37.0,99.0,0.0,64.0,
RY2,KT3AA,RY2KT3AA,AX69026T2,115/22,200,2000.0,2022-08-14,2022-09-02,7106,60642,6252,506.0,10865,3181.0,2411,6253,335.0,599.0,10.0,55.0,
RY2,KT3AB,RY2KT3AB,AX69026T2,115/22,200,2000.0,2022-08-14,2022-09-02,8638,60690,5935,503.0,9817,2901.0,3974,2826,286.0,570.0,17.0,55.0,
RY2,KT3AB,RY2KT3AB,AX69026T2,115/22,200,2000.0,2019-04-01,2019-04-01,9139,30716,4364,406.0,5044,902.0,774,833,48.0,139.0,0.0,64.0,
RY2,KT3AC,RY2KT3AC,AX69026T2,115/22,200,2000.0,2022-08-14,2022-09-02,5919,59181,6142,631.0,12249,3157.0,9063,3982,351.0,503.0,0.0,55.0,
RY2,KT3AC,RY2KT3AC,AX69026T2,115/22,200,2000.0,2019-04-01,2019-04-01,8371,34052,4234,349.0,5802,929.0,1002,853,49.0,135.0,0.0,64.0,
RY2,KT4AA,RY2KT4AA,AQ69007T1,115/22,200,2006.0,2023-09-18,2023-09-24,31180,53630,903,118.0,2623,1948.0,5948,3917,292.0,839.0,14.0,52.0,
RY2,KT4AA,RY2KT4AA,AQ69007T1,115/22,200,2006.0,2022-08-14,2022-09-02,7952,48799,3581,600.0,15318,2986.0,18549,3304,219.0,516.0,0.0,50.0,
RY2,KT4AB,RY2KT4AB,AQ69007T1,115/22,200,2006.0,2022-08-14,2022-09-02,7727,18611,3423,612.0,12615,2581.0,15889,2888,190.0,451.0,0.0,50.0,
RY2,KT4AB,RY2KT4AB,AQ69007T1,115/22,200,2006.0,2023-09-18,2023-09-24,34410,51850,452,143.0,1629,1581.0,4324,3306,235.0,750.0,13.0,52.0,
RY2,KT4AC,RY2KT4AC,AQ69007T1,115/22,200,2006.0,2023-09-18,2023-09-24,41430,53130,469,125.0,1281,1421.0,4258,3250,241.0,764.0,14.0,52.0,
RY2,KT4AC,RY2KT4AC,AQ69007T1,115/22,200,2006.0,2022-08-14,2022-09-02,10224,47832,3223,579.0,12206,2749.0,16523,2767,200.0,514.0,0.0,50.0,
RY2,KT6AA,RY2KT6AA,9374750101,230/115,200,2007.0,2023-08-21,2023-09-15,11720,56020,279,85.0,562,369.0,2471,1637,1233.0,306.0,1224.0,56.0,
RY2,KT6AB,RY2KT6AB,9374750101,230/115,200,2007.0,2023-08-21,2023-09-14,6440,47060,139,109.0,1840,441.0,1994,1581,1152.0,413.0,1168.0,56.0,
RY2,KT6AC,RY2KT6AC,9374750101,230/115,200,2007.0,2023-08-21,2023-09-15,24000,54130,122,113.0,1584,544.0,2568,2196,1299.0,498.0,1301.0,56.0,
SA1,KT1AA,SA1KT1AA,9147503,230/115/22,200,2005.0,2023-11-23,2024-01-19,13660,33840,476,119.0,15671,1036.0,7548,1469,151.0,377.0,19.0,50.0,
SA1,KT1AB,SA1KT1AB,9147503,230/115/22,200,2005.0,2023-11-23,2024-01-19,24470,43370,396,112.0,11053,454.0,2681,463,42.0,614.0,7.0,50.0,
SA1,KT1AC,SA1KT1AC,9147503,230/115/22,200,2005.0,2023-11-23,2024-01-19,7850,32320,399,126.0,19938,1016.0,7261,1454,138.0,746.0,17.0,50.0,
SA1,KT2AA,SA1KT2AA,5BK013201,230/121/22,200,2006.0,2020-04-19,2020-04-19,8421,38300,2870,288.0,19749,6283.0,12146,20767,3690.0,3555.0,9291.0,,
SA1,KT2AA,SA1KT2AA,5BK013201,230/121/22,200,2006.0,2023-11-23,2024-01-21,5550,30800,658,217.0,32755,3985.0,19027,9062,1170.0,1818.0,48.0,50.0,
SA1,KT2AA,SA1KT2AA,5BK013201,230/121/22,200,2006.0,2020-04-17,2020-04-17,15537,45752,3353,239.0,12688,5249.0,11417,21286,3661.0,3502.0,9249.0,,
SA1,KT2AB,SA1KT2AB,5BK013201,230/121/22,200,2006.0,2020-04-17,2020-04-17,10846,47576,3599,347.0,15027,5249.0,11919,18406,2814.0,3068.0,8472.0,,
SA1,KT2AB,SA1KT2AB,5BK013201,230/121/22,200,2006.0,2023-11-23,2024-01-19,7660,31350,605,184.0,32909,3906.0,13020,11042,1638.0,1379.0,47.0,50.0,
SA1,KT2AC,SA1KT2AC,5BK013201,230/121/22,200,2006.0,2020-04-18,2020-04-17,14694,53040,2952,375.0,13900,4779.0,15418,12209,2016.0,1979.0,8020.0,,
SA1,KT2AC,SA1KT2AC,5BK013201,230/121/22,200,2006.0,2020-04-19,2020-04-19,8764,45640,2971,400.0,18566,5197.0,15390,12562,1991.0,2111.0,9135.0,,
SA1,KT2AC,SA1KT2AC,5BK013201,230/121/22,200,2006.0,2023-11-23,2024-01-20,9380,29680,495,192.0,33052,3910.0,12881,13059,2065.0,2633.0,53.0,50.0,
SA1,KT3AA,SA1KT3AA,9147504,230/121/22,200,2006.0,2023-11-23,2024-01-19,12380,46270,906,181.0,12591,1162.0,8163,1313,114.0,833.0,12.0,47.0,
SA1,KT3AB,SA1KT3AB,9147504,230/121/22,200,2006.0,2023-11-23,2024-01-20,10620,44330,1039,279.0,19801,2181.0,13533,2315,181.0,1377.0,20.0,47.0,
SA1,KT3AC,SA1KT3AC,9147504,230/121/22,200,2006.0,2023-11-23,2024-01-19,10260,42970,867,259.0,21829,1919.0,11889,2079,173.0,675.0,18.0,47.0,
SA1,KT4AA,SA1KT4AA,5BK013202,230/121/22,200,2006.0,2023-11-23,2024-01-19,7380,40870,1017,300.0,26266,3642.0,18859,6574,865.0,1157.0,46.0,48.0,
SA1,KT4AA,SA1KT4AA,5BK013202,230/121/22,200,2006.0,2020-09-28,2020-09-29,1875,27372,482,153.0,21881,1820.0,9464,2275,215.0,802.0,603.0,,
SA1,KT4AA,SA1KT4AA,5BK013202,230/121/22,200,2006.0,2020-04-19,2020-04-19,13522,45978,2902,260.0,15048,5676.0,12316,19469,3487.0,3325.0,9795.0,,
SA1,KT4AB,SA1KT4AB,5BK013202,230/121/22,200,2006.0,2020-09-28,2020-09-29,2334,36693,645,205.0,19529,1781.0,9194,2096,173.0,523.0,350.0,,
SA1,KT4AB,SA1KT4AB,5BK013202,230/121/22,200,2006.0,2023-11-23,2024-01-20,15450,38080,688,242.0,23656,3919.0,12380,10794,1544.0,2787.0,46.0,48.0,
SA1,KT4AB,SA1KT4AB,5BK013202,230/121/22,200,2006.0,2020-04-19,2020-04-19,11788,45000,2728,285.0,12089,4639.0,11916,13557,2321.0,2528.0,5518.0,,
SA1,KT4AC,SA1KT4AC,5BK013202,230/121/22,200,2006.0,2020-04-19,2020-04-19,18856,52495,2190,276.0,8706,2945.0,8621,8121,1377.0,1753.0,8075.0,,
SA1,KT4AC,SA1KT4AC,5BK013202,230/121/22,200,2006.0,2020-09-28,2020-09-29,4712,45929,757,226.0,11501,1180.0,6920,1340,124.0,421.0,243.0,,
SA1,KT4AC,SA1KT4AC,5BK013202,230/121/22,200,2006.0,2023-11-23,2024-01-21,6090,31900,641,211.0,32193,4697.0,15040,15885,2484.0,2503.0,63.0,48.0,
SA1,KT5A,SA1KT5A,8R8395T2,115/22,50,2007.0,2020-11-27,2020-11-28,34282,61059,1233,103.0,630,86.0,1743,226,44.0,0.0,0.0,43.0,
SA1,KT7A,SA1KT7A,890900049,115/22,50,2003.0,2021-02-16,2021-02-16,2631,55133,2083,823.0,12875,1723.0,9891,2023,96.0,0.0,0.0,64.0,
SB,KT1A,SBKT1A,103923,230/72/22,300,2011.0,2023-11-11,2023-12-15,27683,81727,4989,817.0,19,10.0,0,4,3.0,7.0,4.0,60.0,
SB,KT2A,SBKT2A,103922,230/72/22,300,2011.0,2023-11-11,2023-12-15,25462,78243,4829,854.0,16,11.0,0,0,3.0,9.0,2.0,60.0,
SB,KT2AA,SBKT2AA,103922,230/72/22,300,2011.0,2023-11-27,2024-01-16,3742,40581,1311,128.0,8708,3424.0,22161,9306,1901.0,2284.0,80.0,56.0,
SB,KT2AB,SBKT2AB,103922,230/72/22,300,2011.0,2023-11-27,2024-01-16,3506,40293,1577,117.0,5860,4646.0,30564,15705,3329.0,3438.0,100.0,56.0,
SB,KT2AC,SBKT2AC,103922,230/72/22,300,2011.0,2023-11-27,2024-01-17,3294,29845,1633,96.0,15781,8917.0,31813,37417,8219.0,6489.0,131.0,56.0,
SB,KT3A,SBKT3A,275050119601,230/115,300,,2023-11-11,2023-12-15,21598,74921,6054,608.0,21,0.0,4,4,6.0,4.0,11.0,64.0,
SB,KT3AA,SBKT3AA,275050119601,230/115,300,,2023-11-27,2024-01-16,11877,24963,341,118.0,16002,1784.0,12917,1784,325.0,1191.0,17.0,56.0,
SB,KT3AB,SBKT3AB,275050119601,230/115,300,,2023-11-27,2024-01-17,8234,26235,281,80.0,10755,1454.0,10608,3078,405.0,1442.0,15.0,56.0,
SB,KT3AC,SBKT3AC,275050119601,230/115,300,,2023-11-27,2024-01-17,17282,24368,270,87.0,15879,1990.0,13346,3782,961.0,2140.0,21.0,56.0,
SB,KT4A,SBKT4A,103916,230/72.5,300,2011.0,2023-11-11,2023-12-15,35537,74842,3890,503.0,16,8.0,0,2,6.0,14.0,4.0,60.0,
SB,KT4AA,SBKT4AA,103916,230/72.5,300,,2023-11-27,2024-01-16,13023,35065,311,72.0,3604,533.0,4193,743,48.0,646.0,3.0,57.0,
SB,KT4AB,SBKT4AB,103916,230/72.5,300,,2023-11-27,2024-01-17,13077,43675,796,80.0,5208,658.0,4948,855,38.0,159.0,2.0,57.0,
SB,KT4AC,SBKT4AC,103916,230/72.5,300,,2023-11-27,2024-01-16,13932,43775,329,57.0,2283,357.0,3016,447,22.0,451.0,2.0,57.0,
SB,KT5A,SBKT5A,103917,230/72/11,300,2011.0,2023-11-11,2023-12-15,32394,72901,3142,460.0,17,193.0,4,241,151.0,211.0,45.0,54.0,
SB,KT5AA,SBKT5AA,103917,230/72/11,300,,2024-06-14,2024-06-16,16808,29624,925,230.0,20910,15548.0,29150,71627,13658.0,5918.0,184.0,55.0,
SB,KT5AA,SBKT5AA,103917,230/72/11,300,,2023-11-27,2024-01-17,13571,23685,1614,118.0,20900,9707.0,32973,21741,8163.0,5327.0,124.0,49.0,
SB,KT5AA,SBKT5AA,103917,230/72/11,300,,2024-02-12,2024-02-24,15450,22980,1209,77.0,14748,8571.0,27026,38974,7804.0,3508.0,118.0,52.0,
SB,KT5AB,SBKT5AB,103917,230/72/11,300,,2024-02-12,2024-02-25,13660,25110,1309,158.0,15766,6407.0,44173,17295,3081.0,2871.0,93.0,52.0,
SB,KT5AB,SBKT5AB,103917,230/72/11,300,,2023-11-27,2024-01-17,18992,30379,1652,187.0,22490,6464.0,41664,15319,2568.0,2137.0,77.0,49.0,
SB,KT5AB,SBKT5AB,103917,230/72/11,300,,2024-06-14,2024-06-16,14762,24418,1562,349.0,24887,11357.0,48519,30523,5716.0,4129.0,144.0,55.0,
SB,KT5AC,SBKT5AC,103917,230/72/11,300,,2024-02-12,2024-02-25,27110,31120,896,142.0,7922,3367.0,25486,8568,1439.0,3312.0,61.0,52.0,
SB,KT5AC,SBKT5AC,103917,230/72/11,300,,2023-11-27,2024-01-17,13341,36836,1331,184.0,15868,4265.0,31739,9559,1481.0,2279.0,63.0,49.0,
SB,KT5AC,SBKT5AC,103917,230/72/11,300,,2024-06-14,2024-06-16,15234,33479,798,461.0,12759,5997.0,30613,14795,2837.0,4124.0,101.0,55.0,
SB,KT6A,SBKT6A,275050219601,230/115,300,2011.0,2023-11-11,2023-12-15,20271,53690,4298,679.0,31,8.0,0,0,1.0,3.0,7.0,58.0,
SB,KT6AA,SBKT6AA,275050219601,230/115,300,,2024-02-28,2024-03-19,8796,15746,184,18.0,3295,373.0,1337,1176,240.0,48.0,8.0,57.0,
SB,KT6AB,SBKT6AB,275050219601,230/115,300,,2024-02-28,2024-03-19,11983,22359,185,23.0,2915,350.0,1407,1110,171.0,39.0,0.0,57.0,
SB,KT6AC,SBKT6AC,275050219601,230/115,300,,2024-02-28,2024-03-19,12927,24623,189,22.0,3149,363.0,1557,974,137.0,31.0,0.0,57.0,
SD,KT1A,SDKT1A,EDP011205,115/22,50,2013.0,2022-11-20,2022-12-02,6782,69795,437,154.0,10335,2337.0,5821,2999,482.0,1460.0,39.0,42.0,
SD,KT1A,SDKT1A,EDP011205,115/22,50,2013.0,2020-04-18,2020-05-28,19604,67649,151,113.0,4189,2400.0,4775,2702,259.0,832.0,36.0,54.0,
SD,KT2A,SDKT2A,EDP011206,115/22,50,2013.0,2020-04-18,2020-05-26,16292,57375,109,77.0,4245,2577.0,2801,2610,286.0,807.0,41.0,51.0,
SD,KT2A,SDKT2A,EDP011206,115/22,50,2013.0,2022-11-20,2022-12-02,7483,68264,941,117.0,9905,2195.0,4130,2674,403.0,935.0,39.0,38.0,
SDO,KT1A,SDOKT1A,574407,115/33/11,25,1999.0,2023-10-13,2023-11-30,14590,48010,144,103.0,2531,206.0,2192,314,16.0,111.0,4.0,61.0,
SDO,KT2A,SDOKT2A,AN69050T1,132/115/33,66,1993.0,2023-10-13,2023-11-30,23520,45170,136,95.0,649,104.0,951,144,6.0,46.0,2.0,39.0,
SDO,KT3A,SDOKT3A,AN69003T1,132/121/33,66,1998.0,2023-10-13,2023-11-30,15820,48390,365,211.0,939,194.0,13,270,14.0,89.0,2.0,33.0,
SDO,KT3A,SDOKT3A,AN69003T1,132/121/33,66,1998.0,2020-07-14,2020-08-25,13918,60608,4969,482.0,3297,689.0,333,854,72.0,0.0,0.0,51.0,
SDO,KT4A,SDOKT4A,AN69001T22,115/33/11,25,1998.0,2023-10-13,2023-11-30,14230,44280,452,118.0,1086,849.0,2257,4078,405.0,1371.0,74.0,54.0,
SH1,KT1A,SH1KT1A,5BA159010,115/22,25,1990.0,2020-05-22,2020-05-23,4484,56778,4483,492.0,12968,1932.0,8556,2257,191.0,488.0,0.0,58.0,
SH1,KT1A,SH1KT1A,5BA159010,115/22,25,1990.0,2020-08-18,2020-08-23,32133,68616,388,36.0,72,0.0,258,59,18.0,0.0,0.0,34.0,
SH1,KT1A,SH1KT1A,5BA159010,115/22,25,1990.0,2020-08-18,2020-08-23,10545,46586,4035,335.0,13259,2908.0,15582,3895,380.0,143.0,0.0,34.0,
SH1*,KT2A,SH1*KT2A,554451,115/22,25,1990.0,2020-12-15,2020-12-18,17524,52057,633,297.0,1453,621.0,2211,794,82.0,0.0,0.0,32.0,
