Year (พ.ศ.),Year (ค.ศ.),Month,No.,Chilled/Frozen Fresh Shrimp Quantity (Tons),Chilled/Frozen Fresh Shrimp Value (Million Baht),Dried Shrimp Quantity (Tons),Dried Shrimp Value (Million Baht),Boiled or Steamed Shrimp Quantity (Tons),Boiled or Steamed Shrimp Value (Million Baht),Shrimp in Airtight Containers Quantity (Tons),Shrimp in Airtight Containers Value (Million Baht),Preserved or Processed Shrimp Quantity (Tons),Preserved or Processed Shrimp Value (Million Baht),Shrimp Quantity (Tons),Shrimp Value (Million Baht),Chilled/Frozen Fresh Squid Quantity (Tons),Chilled/Frozen Fresh Squid Value (Million Baht),Dried Squid Quantity (Tons),Dried Squid Value (Million Baht),Processed or Preserved Squid Quantity (Tons),Processed or Preserved Squid Value (Million Baht),Smoked squid Quantity (Tons),Smoked squid Value (Million Baht),Squid Quantity (Tons),Squid Value (Million Baht),Chilled/Frozen Fresh Fish (including liver and roe) Quantity (Tons),Chilled/Frozen Fresh Fish (including liver and roe) Value (Million Baht),Chilled/Frozen Fish Fillets Quantity (Tons),Chilled/Frozen Fish Fillets Value (Million Baht),Dried Fish Quantity (Tons),Dried Fish Value (Million Baht),Live Fish and Fish Breeding Stock Quantity (Tons),Live Fish and Fish Breeding Stock Value (Million Baht),Fish Quantity (Tons),Fish Value (Million Baht),Canned Tuna Quantity (Tons),Canned Tuna Value (Million Baht),Canned Sardines Quantity (Tons),Canned Sardines Value (Million Baht),Other Canned Fish Quantity (Tons),Other Canned Fish Value (Million Baht),Canned Crab Quantity (Tons),Canned Crab Value (Million Baht),Other Canned Seafood Quantity (Tons),Other Canned Seafood Value (Million Baht),Canned Products Quantity (Tons),Canned Products Value (Million Baht),Canned Dog and Cat Food Quantity (Tons),Canned Dog and Cat Food Value (Million Baht),Processed Seafood Products Quantity (Tons),Processed Seafood Products Value (Million Baht),Processed Tuna Products Quantity (Tons),Processed Tuna Products Value (Million Baht),Preserved or Processed Crab Quantity (Tons),Preserved or Processed Crab Value (Million Baht),Other Processed Seafood Products Quantity (Tons),Other Processed Seafood Products Value (Million Baht),Other Fishery Products Quantity (Tons),Other Fishery Products Value (Million Baht),Grand Total Quantity (Tons),Grand Total Value (Million Baht),Price baht to usd
2561,2018,12,144,9844.0,2772.14,,,,,1284.9,403.67,5180.02,1783.74,16308.92,4959.55,3040.93,794.1,16.79,14.86,673.52,161.44,1.17,0.9,3732.41,971.3,8729.21,390.5,4433.08,609.88,1924.76,153.46,245.03,61.53,15332.08,1215.37,43062.89,6086.07,5483.27,436.47,5638.81,757.97,78.7,50.98,565.13,59.45,54828.79,7390.94,6878.68,754.31,7839.41,965.15,102.95,24.5,44.19,10.63,14865.22,1754.59,23456.78,1356.61,128524.19,17648.37,32.33
2562,2019,1,145,7354.49,1999.94,,,,,783.37,244.44,5062.08,1769.39,13199.93,4013.77,2767.29,699.54,9.57,6.9,717.02,179.72,0.0,0.0,3493.88,886.16,9297.01,383.83,5223.02,668.34,2323.13,194.85,274.74,77.36,17117.9,1324.38,41455.21,5804.12,4784.63,399.58,4898.86,744.17,61.26,35.63,538.32,47.58,51738.27,7031.08,7642.42,872.85,6448.4,775.71,178.05,30.6,66.89,44.27,14335.75,1723.44,20554.72,1310.92,120440.45,16289.75,31.2
2562,2019,2,146,6069.79,1544.54,,,,,774.16,222.61,5002.29,1668.34,11846.24,3435.49,3169.93,777.94,7.72,8.69,653.11,161.19,0.62,0.44,3831.38,948.26,8075.96,340.58,3724.35,496.46,2159.38,187.5,283.39,65.77,14243.08,1090.31,40996.18,5453.03,3974.68,322.31,5938.79,799.14,62.23,29.48,272.98,40.03,51244.85,6643.99,6953.16,781.54,6036.5,733.74,37.86,7.14,47.48,23.39,13075.01,1545.81,24364.57,1407.27,118605.11,15071.12,31.57
2562,2019,3,147,6650.63,1649.62,,,,,972.75,284.91,5646.34,1884.72,13269.72,3819.24,3715.52,900.61,14.25,14.86,566.45,141.88,0.52,0.38,4296.73,1057.73,10921.21,506.03,4771.11,640.93,2166.33,173.45,379.11,87.13,18237.77,1407.54,45310.44,6038.05,4751.0,375.36,5999.47,789.63,95.57,48.91,289.78,29.74,56446.25,7281.69,7178.08,781.55,6534.5,793.95,176.14,36.73,71.26,33.37,13959.98,1645.61,30261.23,1591.05,136471.67,16802.86,31.72
2562,2019,4,148,6987.91,1724.45,,,,,1018.54,303.57,4680.72,1586.41,12687.17,3614.43,3244.29,768.1,7.13,7.52,478.82,127.04,0.0,0.0,3730.24,902.66,8172.76,338.62,5133.5,640.86,2015.95,169.11,326.8,67.46,15649.02,1216.04,39111.4,5336.23,3856.85,330.31,5608.98,761.67,56.98,27.34,177.44,25.41,48811.65,6480.96,6542.32,732.3,6229.05,752.63,199.46,29.9,43.97,18.27,13014.79,1533.1,25843.71,1428.21,119736.58,15175.4,31.89
2562,2019,5,149,9855.46,2508.29,,,,,954.78,277.97,5670.63,1857.28,16480.86,4643.53,4059.93,970.21,12.14,10.16,655.95,166.3,0.3,0.22,4728.32,1146.9,9870.94,419.81,4857.34,660.5,1441.61,126.33,344.84,76.6,16514.72,1283.24,59407.41,6028.43,5293.55,439.12,6644.31,898.56,54.9,23.67,344.64,40.41,71744.82,7430.19,7026.46,805.35,6263.3,764.74,106.69,23.46,36.0,15.44,13432.44,1608.99,28822.84,1549.18,151724.0,17662.03,31.52
2562,2019,6,150,8525.3,2291.71,,,,,956.06,269.69,5244.8,1730.58,14726.16,4291.98,3336.93,830.57,10.91,12.18,550.95,138.7,0.6,0.46,3899.39,981.92,8674.71,398.05,4623.79,610.65,1190.57,113.18,290.19,86.68,14779.27,1208.56,37331.47,5237.67,4649.66,388.33,5314.43,760.47,73.12,37.68,395.63,55.85,47764.3,6480.0,6960.16,760.67,6218.64,774.83,117.86,26.02,63.15,33.58,13359.8,1595.1,27439.98,1523.36,121968.89,16080.92,30.68
2562,2019,7,151,9491.41,2641.1,,,,,719.35,204.22,5574.56,1830.1,15785.33,4675.42,3117.59,772.71,9.83,10.53,610.99,149.92,0.15,0.11,3738.56,933.26,8311.0,365.42,4202.35,601.1,2199.05,208.52,321.69,94.49,15034.08,1269.52,38829.33,5172.75,6497.6,498.46,5207.28,732.7,65.6,38.22,461.5,43.46,51061.31,6485.59,7207.47,794.9,7303.67,844.41,119.27,27.49,77.24,35.12,14707.64,1701.92,28101.12,1542.0,128428.02,16607.72,30.7
2562,2019,8,152,8540.32,2372.44,,,,,1127.39,318.95,5820.54,1912.14,15488.25,4603.53,3114.89,787.79,9.71,8.4,624.1,160.02,1.05,0.78,3749.74,956.99,8059.22,389.18,4509.15,685.72,1815.91,182.24,231.63,84.47,14615.91,1341.6,41980.03,5308.16,6913.95,493.58,4268.03,602.82,57.0,26.99,433.83,51.84,53652.84,6483.39,7308.05,802.67,7492.06,868.68,106.4,26.05,72.63,30.42,14979.13,1727.83,23779.48,1357.79,126265.34,16471.13,30.6
2562,2019,9,153,8309.82,2245.85,,,,,1315.09,362.01,6493.89,2147.29,16118.8,4755.15,2670.78,629.66,13.51,11.96,610.62,161.62,0.5,0.36,3295.4,803.59,8233.53,372.52,4356.85,665.56,1207.91,106.18,240.11,79.12,14038.4,1223.39,47076.24,5930.78,5188.81,367.62,4470.59,665.06,82.29,46.4,260.54,33.55,57078.46,7043.41,7417.35,844.1,7955.48,935.72,732.67,89.82,101.55,38.43,16207.06,1908.07,19608.94,1229.79,126347.06,16963.4,30.59
2562,2019,10,154,9922.3,2593.21,,,,,1841.68,461.91,7204.16,2373.56,18968.13,5428.68,3646.9,789.35,19.63,16.62,576.14,155.85,0.3,0.22,4242.96,962.04,11328.89,497.05,5462.41,771.7,2666.71,221.4,298.2,80.9,19756.2,1571.05,50932.89,6270.82,5046.69,388.53,4748.98,638.16,53.91,23.04,429.61,53.81,61212.07,7374.37,7836.69,918.01,7878.65,936.57,1061.37,135.81,79.58,33.45,16856.3,2023.84,21082.24,1235.76,142117.9,18595.74,30.18
2562,2019,11,155,10019.57,2593.17,,,,,1326.65,366.15,6568.02,2117.03,17914.24,5076.35,4002.57,773.88,94.91,20.05,634.46,177.04,0.6,0.5,4732.54,971.47,10197.35,420.36,5026.13,713.08,2600.55,213.49,263.47,75.42,18087.5,1422.35,46134.66,5716.72,4632.08,355.9,4573.43,591.12,84.26,41.12,663.27,71.37,56087.7,6776.23,6798.08,732.21,7513.96,901.82,68.48,15.2,102.59,26.51,14483.11,1675.74,21096.92,1240.08,132402.01,17162.22,30.19
2562,2019,12,156,8448.16,2091.08,,,,,1228.98,315.69,4521.35,1435.41,14198.49,3842.18,3665.55,669.68,62.65,13.23,752.74,189.03,0.3,0.24,4481.24,872.18,11682.71,497.52,4258.86,586.29,1771.08,164.78,245.65,68.27,17958.29,1316.86,41321.92,4900.19,4233.86,298.66,3445.68,484.98,77.58,36.76,296.15,45.22,49375.19,5765.81,6340.53,702.74,7844.76,941.6,88.98,20.64,53.74,15.01,14328.02,1679.98,21302.07,1223.87,121643.29,14700.88,29.76
2563,2020,1,157,6837.73,1480.37,,,,,454.58,121.82,3946.24,1279.93,11238.55,2882.12,2881.01,621.47,61.85,13.17,513.1,136.64,0.0,0.0,3455.95,771.28,9982.53,345.79,4844.07,612.04,1996.11,163.47,241.19,71.35,17063.91,1192.65,38802.55,4606.42,5292.95,379.99,3891.52,576.87,47.41,23.88,180.78,29.37,48215.2,5616.55,7005.21,804.58,7044.17,806.03,81.77,18.69,39.28,22.29,14170.43,1651.59,23099.79,1249.8,117243.83,13364.0,31.2
2563,2020,2,158,6649.2,1320.16,,,,,357.9,116.57,4467.92,1424.07,11475.03,2860.8,4567.08,952.8,45.18,19.26,548.45,141.84,0.0,0.0,5160.71,1113.9,10834.73,416.26,3942.4,531.79,1416.15,139.23,247.5,74.23,16440.79,1161.5,46837.3,5559.77,4335.05,328.96,3862.5,561.12,48.84,19.04,441.97,47.01,55525.66,6515.9,6957.45,753.57,6645.39,785.86,118.51,23.1,54.96,21.66,13776.31,1584.18,30252.53,1577.98,132631.03,14814.27,31.51
2563,2020,3,159,7546.01,1718.05,,,,,415.41,122.82,4806.94,1623.08,12768.36,3463.95,3308.83,677.75,68.14,20.83,562.96,164.23,0.0,0.0,3939.93,862.81,12663.56,506.13,3859.38,552.47,2961.28,258.67,212.88,54.8,19697.1,1372.07,48014.47,5926.2,5085.06,419.06,4711.81,652.64,76.28,25.49,539.8,69.07,58427.42,7092.46,7209.27,824.91,6334.71,785.33,143.24,39.93,50.31,22.06,13737.52,1672.24,36001.0,1789.04,144571.33,16252.57,32.74
2563,2020,4,160,7480.05,1990.23,,,,,258.5,92.61,4716.67,1722.62,12455.22,3805.47,3917.08,670.62,34.63,34.23,494.15,152.67,0.62,0.53,4446.47,858.06,13789.48,612.66,4506.81,588.81,3800.28,306.15,86.68,24.28,22183.24,1531.9,51619.57,6698.72,6400.02,511.34,5359.7,706.79,62.68,29.23,499.28,79.11,63941.25,8025.18,8330.79,939.21,5478.37,703.72,20.32,6.98,22.64,10.02,13852.13,1659.92,34116.7,1762.07,150995.0,17642.6,32.45
2563,2020,5,161,7403.63,1959.91,,,,,498.31,153.43,4842.15,1695.45,12744.09,3808.79,4301.48,537.72,94.14,19.31,481.54,142.82,0.0,0.0,4877.16,699.85,15168.24,678.05,4062.19,476.94,2570.16,187.83,152.76,55.03,21953.35,1397.84,54581.03,7235.66,5661.28,417.23,5381.12,740.31,69.97,35.83,350.01,52.73,66043.41,8481.75,7209.35,881.06,6002.94,740.28,70.82,7.23,26.78,14.41,13309.9,1642.98,34113.09,1769.91,153040.99,17801.13,31.81
2563,2020,6,162,6524.84,2009.8,,,,,405.62,145.78,4966.49,1704.86,11896.94,3860.44,3901.71,664.43,37.7,16.1,660.32,180.72,0.0,0.0,4599.73,861.24,10664.59,435.43,3717.45,460.52,1772.82,139.71,150.1,56.39,16304.96,1092.05,50979.44,6631.81,5537.24,429.03,5546.07,650.45,71.31,32.74,661.85,97.13,62795.9,7841.16,7978.95,945.88,5943.86,744.92,3883.34,701.71,39.6,12.27,17845.76,2404.79,30265.71,1587.74,143708.99,17647.41,30.9
2563,2020,7,163,6995.18,1935.6,,,,,440.39,141.51,5327.48,1796.59,12763.05,3873.7,2934.11,634.23,11.46,10.27,534.68,120.48,0.0,0.0,3480.25,764.98,9341.7,384.63,4221.05,521.09,2232.35,150.54,143.48,61.72,15938.58,1117.98,47973.83,6088.79,5241.59,380.27,4632.99,567.96,75.01,35.78,902.98,101.74,58826.4,7174.53,7191.78,790.72,5980.12,726.28,3800.26,659.4,50.8,9.2,17022.97,2185.61,24925.95,1427.47,132957.19,16544.27,31.25
2563,2020,8,164,7121.8,1782.96,,,,,295.49,108.77,5522.19,1965.1,12939.48,3856.83,2395.65,563.99,6.44,6.17,651.6,155.28,0.0,0.0,3053.68,725.43,8841.54,383.57,4135.41,542.07,1602.49,155.71,167.08,64.35,14746.52,1145.7,48839.42,6170.28,5968.16,429.06,4058.18,499.87,86.96,38.53,1036.04,106.32,59988.75,7244.05,7706.15,856.93,6239.12,765.88,2960.07,479.63,49.7,13.5,16955.03,2115.94,26939.28,1599.85,134622.74,16687.81,31.07
2563,2020,9,165,7071.62,1725.87,,,,,642.76,220.86,6645.38,2282.41,14359.76,4229.14,2981.02,673.3,10.88,9.74,545.32,151.97,2.78,2.27,3539.99,837.28,9015.54,368.01,4245.75,542.63,1959.76,171.69,173.35,67.61,15394.39,1149.94,48243.24,5944.0,5356.45,389.75,3690.34,480.72,62.95,23.76,1056.2,123.38,58409.18,6961.61,8467.33,956.68,7582.18,935.22,3135.34,510.25,81.12,20.39,19265.97,2422.54,24365.12,1462.37,135334.41,17062.88,31.6
2563,2020,10,166,7010.33,1897.74,,,,,1160.83,363.9,7183.67,2455.2,15354.83,4716.83,3914.21,845.06,24.75,20.08,635.49,174.97,0.0,0.0,4574.45,1040.11,12273.49,543.64,4619.16,623.11,1451.54,138.94,219.82,67.79,18564.0,1373.49,43707.34,5412.87,5959.28,429.22,4077.1,514.33,99.58,45.6,1519.71,156.29,55363.0,6558.32,8455.03,928.85,8500.98,1036.37,4736.45,681.98,50.25,13.89,21742.71,2661.09,27033.43,1551.95,142632.43,17901.79,31.14
2563,2020,11,167,6782.37,1766.23,,,,,991.71,314.23,6238.01,2142.62,14012.1,4223.08,3398.62,585.0,16.78,16.26,775.58,202.03,0.0,0.0,4190.98,803.28,12426.63,516.64,4087.75,565.22,2086.25,182.58,213.71,63.67,18814.34,1328.11,41603.6,5112.79,6500.43,464.12,4675.41,589.06,67.65,27.63,1913.94,167.32,54761.04,6360.92,8317.8,954.55,7604.23,912.05,2205.4,355.07,78.89,17.1,18206.31,2238.78,22473.35,1419.46,132458.1,16373.64,30.28
2563,2020,12,168,5978.9,1524.33,,,,,820.65,282.6,4939.66,1608.42,11739.21,3415.35,3688.71,602.89,12.47,8.79,695.6,171.26,0.0,0.0,4396.79,782.94,11553.93,461.23,3562.47,495.49,2310.79,196.81,206.76,62.15,17633.94,1215.68,37722.47,4570.32,5074.92,343.55,3684.92,478.9,80.81,36.12,1859.45,169.89,48422.58,5598.78,8263.9,935.86,7554.74,901.21,2665.42,407.55,54.57,14.55,18538.63,2259.17,25657.88,1421.33,126389.03,14693.26,30.04
2564,2021,1,169,4861.98,1169.28,,,,,520.19,156.2,4551.33,1498.25,9933.51,2823.74,2708.19,541.05,20.27,16.71,548.04,128.66,0.0,0.0,3276.5,686.42,9245.85,336.24,3711.06,508.04,1279.37,119.69,217.91,68.05,14454.18,1032.03,39019.26,4560.09,5070.47,337.49,3847.76,496.75,57.9,26.97,976.4,92.37,48971.79,5513.66,8116.22,853.33,6348.76,768.46,2457.39,362.61,48.55,15.07,16970.92,1999.46,19231.11,1131.14,112838.0,13186.45,29.86
2564,2021,2,170,5063.56,1262.43,,,,,382.06,138.06,4270.45,1393.95,9716.07,2794.44,2525.19,543.91,14.04,15.17,613.38,156.38,0.0,0.0,3152.61,715.46,10836.13,370.43,3999.25,475.62,1223.9,109.81,227.42,62.32,16286.7,1018.17,37220.03,4372.77,5889.36,385.74,3308.89,446.62,87.94,33.22,686.15,79.36,47192.36,5317.7,8326.7,870.4,6047.91,748.71,1915.65,312.56,42.29,14.49,16332.55,1946.16,27366.62,1525.84,120046.92,13317.76,30.47
2564,2021,3,171,6221.23,1585.19,,,,,792.48,235.03,5366.64,1760.67,12380.35,3580.89,3091.96,731.65,22.24,18.26,653.84,175.48,0.0,0.0,3768.04,925.39,13201.29,448.61,4727.31,593.55,2076.74,167.94,241.11,78.9,20246.45,1289.01,44275.14,5244.88,6816.89,475.74,4911.31,685.71,94.28,38.21,1027.74,107.25,57125.36,6551.79,11196.57,1226.66,6559.76,803.72,2697.46,402.83,21.78,8.56,20475.58,2441.77,31074.57,1747.68,145070.35,16536.53,31.24
2564,2021,4,172,7383.41,1833.17,,,,,986.3,296.58,4742.06,1607.57,13111.77,3737.33,2937.51,740.88,23.63,23.39,568.03,157.02,0.0,0.0,3529.17,921.29,11611.95,395.06,3806.05,529.74,1501.83,127.93,214.98,74.28,17134.81,1127.01,33260.25,4157.81,6014.98,441.04,4586.08,566.31,53.81,24.06,828.59,97.19,44743.71,5286.41,9267.39,1062.39,6662.49,806.45,2830.11,409.5,29.73,10.52,18789.72,2288.87,26778.99,1531.07,124088.17,14891.98,31.14
2564,2021,5,173,7395.52,1896.07,,,,,1087.03,312.43,4666.0,1609.57,13148.55,3818.07,3053.76,747.8,19.16,21.96,568.94,156.8,2.94,2.52,3644.8,929.08,12940.7,518.89,3492.38,511.35,1750.08,142.58,371.03,73.92,18554.18,1246.74,30841.64,3891.66,5645.36,412.74,4164.86,569.17,83.47,42.12,753.21,85.79,41488.54,5001.49,10073.0,1166.47,5625.86,742.61,1995.24,308.42,32.1,13.1,17726.2,2230.59,29291.99,1644.53,123854.26,14870.49,31.19
2564,2021,6,174,7678.63,2243.46,,,,,996.24,307.44,6294.93,2104.76,14969.8,4655.66,3418.13,874.62,21.91,14.45,752.41,215.83,0.0,0.0,4192.45,1104.89,15514.55,674.36,3690.12,554.48,2510.13,200.33,481.77,75.19,22196.57,1504.37,37651.22,4591.1,4663.32,351.3,4491.68,647.23,92.09,49.03,1032.38,114.75,47930.69,5753.41,10795.57,1284.15,5908.65,774.24,2350.79,380.89,31.81,13.84,19086.82,2453.13,35042.52,1975.5,143418.87,17446.96,32.02
2564,2021,7,175,7119.66,2042.36,,,,,909.57,266.18,6456.57,2237.11,14485.8,4545.66,2989.42,752.43,16.85,15.46,660.0,165.69,0.0,0.0,3666.27,933.58,10786.96,406.72,3654.85,551.58,2541.71,206.76,316.34,65.5,17299.86,1230.55,32743.0,4132.78,3359.42,260.31,3820.41,535.61,86.49,47.58,1267.88,137.37,41277.2,5113.64,9251.99,1035.59,6836.36,866.54,1999.24,322.79,80.44,25.27,18168.03,2250.18,31378.35,1820.55,126275.52,15894.17,32.89
2564,2021,8,176,7286.8,1981.11,,,,,875.31,290.64,5422.59,1967.48,13584.7,4239.22,2380.61,658.53,13.5,13.78,462.23,141.24,0.0,0.0,2856.34,813.56,11312.53,452.79,3501.63,535.9,2073.44,177.51,236.39,68.04,17123.98,1234.23,34807.47,4611.39,5104.68,381.65,4973.88,601.66,106.51,67.71,829.59,102.56,45822.12,5764.98,10189.41,1195.62,5738.58,781.09,1927.91,319.34,80.49,12.89,17936.39,2308.95,26420.17,1663.85,123743.71,16024.79,32.22
2564,2021,9,177,7948.49,2524.31,,,,,959.23,338.18,6605.35,2400.83,15513.07,5263.32,2733.54,721.81,15.29,20.51,682.0,199.36,0.0,0.0,3430.83,941.68,11095.53,449.03,5039.04,747.35,1848.84,171.99,213.76,69.69,18197.16,1438.05,33139.13,4379.37,5824.95,427.16,4815.09,610.74,78.54,39.35,654.42,83.99,44512.12,5540.61,10454.24,1287.29,7058.26,905.3,2061.57,372.28,47.3,16.44,19621.37,2581.31,25216.81,1798.71,126491.36,17563.68,33.67
2564,2021,10,178,9040.97,2976.26,,,,,1077.08,373.6,5596.81,2100.99,15714.85,5450.85,3078.15,796.88,8.0,8.89,552.62,173.87,1.5,1.18,3640.27,980.82,11243.88,463.72,4550.99,753.67,1492.39,137.99,207.74,65.79,17495.01,1421.17,37628.43,5128.71,4696.84,373.39,3942.35,620.14,102.61,73.04,1308.22,141.09,47678.45,6336.38,10457.34,1273.86,7980.86,1047.25,1714.08,284.8,47.64,14.21,20199.92,2620.12,28184.62,1819.45,132913.12,18628.79,33.29
2564,2021,11,179,6547.62,2104.73,,,,,813.64,297.08,5627.53,2152.05,12988.79,4553.87,2851.24,687.99,18.54,14.14,750.29,237.55,0.0,0.0,3620.07,939.68,10997.5,406.81,4500.68,739.08,1827.42,165.98,213.2,67.75,17538.8,1379.63,43773.12,5801.39,3787.61,306.48,4106.02,602.41,111.95,56.26,979.82,116.6,52758.53,6883.15,11558.72,1509.67,7821.91,1052.41,2233.01,378.15,95.46,25.87,21709.08,2966.1,31547.28,1948.53,140162.55,18670.96,33.71
2564,2021,12,180,6544.4,2049.48,,,,,597.18,218.66,5732.15,2141.68,12873.73,4409.82,3136.7,759.38,11.08,9.78,635.96,208.24,0.0,0.0,3783.74,977.4,13152.93,495.93,4484.84,721.02,1236.04,130.27,210.6,60.82,19084.41,1408.04,40892.26,5315.64,5262.18,420.61,4218.16,640.14,115.74,66.9,1824.59,193.35,52312.93,6636.63,12526.08,1581.76,8099.47,1084.63,1592.98,286.98,68.34,19.28,22286.86,2972.66,28262.84,1782.42,138604.51,18186.98,33.23
2565,2022,1,181,5061.5,1601.2,,,,,200.37,82.53,4642.37,1762.01,9904.23,3445.74,3330.31,814.31,7.96,5.72,734.26,219.88,0.0,0.0,4072.53,1039.92,12409.81,511.05,3605.71,613.3,1237.63,110.07,218.29,72.43,17471.44,1306.86,35301.67,4715.27,4250.37,352.65,4298.87,664.22,35.8,18.57,883.91,102.95,44770.61,5853.67,11139.86,1438.28,6228.77,818.03,1574.97,264.34,45.25,14.35,18988.85,2534.99,29304.41,1803.02,124512.07,15984.2,33.22
2565,2022,2,182,4573.27,1377.36,,,,,288.68,113.66,5360.16,2046.91,10222.11,3537.93,2931.3,800.81,11.01,10.08,562.61,167.77,0.0,0.0,3504.91,978.66,11036.04,470.48,3777.11,634.98,1548.19,133.72,214.63,66.92,16575.96,1306.09,40308.11,5401.81,3734.25,344.75,4512.81,718.51,62.93,39.5,874.76,93.17,49492.86,6597.74,11893.38,1529.21,7111.34,937.42,3328.31,587.21,71.97,28.22,22405.0,3082.06,34425.38,2116.88,136626.22,17619.38,32.67
2565,2022,3,183,6925.8,2000.66,,,,,310.93,118.17,5271.29,1951.35,12508.02,4070.18,3592.66,951.37,64.61,16.1,668.3,200.16,0.0,0.0,4325.57,1167.64,13929.01,571.16,4405.88,738.35,2102.63,157.26,233.13,82.38,20670.65,1549.16,44123.93,5930.1,4854.13,408.8,3915.36,570.91,43.45,25.76,1084.33,117.9,54021.19,7053.47,13780.51,1784.92,6957.36,952.52,2890.71,481.58,57.34,19.06,23685.92,3238.08,37887.37,2155.02,153098.72,19233.55,33.28
2565,2022,4,184,6601.08,1917.6,,,,,166.4,68.52,5173.12,2010.13,11940.59,3996.25,3464.98,987.84,15.21,12.46,509.01,151.04,0.0,0.0,3989.2,1151.34,10877.41,444.63,3713.09,684.58,1992.2,150.55,194.93,67.67,16777.63,1347.43,36317.51,5083.56,5431.43,448.04,3895.23,587.1,34.44,21.97,930.01,113.56,46608.61,6254.24,12110.97,1529.14,6244.6,873.45,2655.01,491.06,62.19,17.82,21072.76,2911.46,28567.5,1705.67,128956.29,17366.38,34.24
2565,2022,5,185,7155.48,2096.12,,,,,150.97,76.37,5791.33,2173.4,13097.78,4345.88,3335.27,933.18,11.85,14.6,495.26,157.7,0.0,0.0,3842.38,1105.48,11230.94,547.24,3168.52,526.81,929.3,105.08,202.67,76.17,15531.43,1255.3,43984.54,6402.73,4534.37,389.09,4300.43,667.59,50.84,39.16,886.36,104.68,53756.54,7603.25,11923.17,1440.39,6275.67,912.11,1874.87,353.84,61.62,17.85,20135.32,2724.19,28396.09,1697.89,134759.53,18732.0,34.3
2565,2022,6,186,8749.57,2432.05,,,,,170.69,81.12,6248.37,2366.47,15168.63,4879.64,3227.27,927.43,7.18,8.11,736.67,235.66,0.0,0.0,3971.12,1171.2,11480.88,529.32,3933.85,678.4,1549.96,142.28,220.82,71.46,17185.51,1421.46,41987.55,6271.2,5510.5,470.96,3966.29,636.8,74.97,55.24,959.75,108.5,52499.06,7542.7,11381.43,1557.9,6398.48,959.06,2793.27,551.06,48.88,17.31,20622.06,3085.33,29293.95,1882.61,138740.34,19982.94,35.3
2565,2022,7,187,7057.83,2256.95,,,,,193.77,84.8,4929.38,2046.52,12180.98,4388.26,3007.66,871.4,60.02,12.69,593.55,193.94,0.0,0.0,3661.23,1078.03,11357.85,559.4,4032.94,717.41,1795.63,149.97,217.57,63.33,17403.98,1490.11,39604.94,6321.93,4968.66,448.78,3904.84,648.54,57.28,40.94,900.54,119.54,49436.26,7579.74,10381.31,1438.57,6792.17,1017.96,2712.35,553.57,33.78,13.97,19919.61,3024.08,30272.31,1888.57,132874.36,19448.78,36.29
2565,2022,8,188,7234.4,2511.6,,,,,256.57,115.92,5190.62,2217.48,12681.59,4845.0,2820.75,825.29,55.17,10.11,573.15,195.29,0.0,0.0,3449.06,1030.69,10031.3,482.45,4668.48,823.42,1944.31,162.87,210.03,78.15,16854.12,1546.89,41138.94,6835.02,4875.12,455.75,3657.54,613.89,29.04,21.83,1106.79,139.64,50807.43,8066.12,11281.13,1607.48,6600.1,1038.35,1926.93,407.21,56.59,23.62,19864.75,3076.66,30946.55,1937.96,134603.49,20503.32,36.52
2565,2022,9,189,8086.06,2898.06,,,,,423.95,200.51,5960.76,2477.53,14470.77,5576.1,3304.71,979.91,14.49,20.16,676.77,223.01,1.91,2.05,3997.89,1225.13,8665.45,383.2,4623.84,892.43,2287.55,166.33,205.75,77.07,15782.59,1519.03,40719.87,6675.09,4585.5,462.49,2997.95,500.54,37.19,25.62,981.51,128.32,49322.02,7792.06,11050.81,1518.56,7659.07,1176.49,2613.74,555.17,47.72,9.9,21371.34,3260.12,26990.26,1932.21,131934.86,21304.65,37.77
2565,2022,10,190,7809.3,2787.11,,,,,239.04,123.62,5335.01,2154.38,13383.35,5065.11,2999.16,873.39,30.44,5.48,559.47,187.26,0.0,0.0,3589.06,1066.12,7622.98,329.29,3608.73,676.02,1950.78,154.64,199.07,70.24,13381.56,1230.19,35814.68,6032.12,4648.27,468.21,3511.21,553.98,27.67,13.88,1224.89,158.52,45226.72,7226.72,9605.87,1440.22,7603.8,1193.65,2237.19,445.46,44.01,15.96,19490.87,3095.28,28198.12,1907.39,123269.68,19590.81,38.05
2565,2022,11,191,7074.08,2575.31,,,,,267.36,127.96,5104.04,2159.66,12445.48,4862.93,2634.99,726.67,68.55,28.46,559.34,194.67,0.0,0.0,3262.88,949.79,11076.65,573.63,3881.19,793.51,1924.14,168.67,232.95,81.18,17114.93,1616.98,40102.59,6888.1,3564.49,339.93,3073.27,572.67,67.48,47.04,1187.91,187.69,47995.74,8035.43,9134.66,1308.59,6671.28,1130.91,2253.52,509.83,40.53,19.21,18099.99,2968.54,28462.71,1966.67,127381.72,20400.35,35.11
